archive_index,chromosome,f1,f2,norm_f1,norm_f2,strength,raw_fitness,density,total_fitness
1,810|2700|4513,1.5065009803296618,0.4464815065032745,0.9779591788815782,0.004462905397650403,126,0,0.4983048727901695,0.4983048727901695
2,1390|2845|4586,1.3641359821864485,0.497750562372958,0.019715463429891274,0.8059648515863748,132,0,0.49851800101032084,0.49851800101032084
3,1317|2773|4585,1.374415654517313,0.4755017972519889,0.08890684850646983,0.4581443535830701,132,0,0.4993065023476765,0.4993065023476765
4,1317|2845|4585,1.3708873802750803,0.4813962496801087,0.06515840848887203,0.5502937995347076,140,0,0.49848269564625897,0.49848269564625897
5,1317|2774|4585,1.3758937698063773,0.47317260397816047,0.09885588587472918,0.4217314938111181,131,0,0.49907714239136775,0.49907714239136775
6,955|2700|4585,1.4526826306148517,0.4500252209819359,0.61571357032041,0.059862678286072474,126,0,0.4987073919673428,0.4987073919673428
7,1390|2845|4585,1.365792933035124,0.49704609050994414,0.030868223997895274,0.7949516671291456,129,0,0.4987278268481789,0.4987278268481789
8,1389|2845|4585,1.3691521963625692,0.4920596099069356,0.05347906945889546,0.716996771331913,130,0,0.4990270089908595,0.4990270089908595
9,883|2700|4513,1.4707852930781484,0.44736314761916085,0.7375606729414286,0.01824582100309953,131,0,0.49850185566736843,0.49850185566736843
10,1173|2774|4585,1.392665543820281,0.4626884669859299,0.21174491938303538,0.25783036357105654,134,0,0.4993282109255322,0.4993282109255322
11,1100|2773|4585,1.4074756272681221,0.4552672220503776,0.31143002158022376,0.14181218929245346,138,0,0.4993678379807569,0.4993678379807569
12,1317|2773|4513,1.3734169856347804,0.47670052173584204,0.08218491409151425,0.47688431261790215,134,0,0.49917779800192813,0.49917779800192813
13,1245|2773|4513,1.3787234558514803,0.46892081168720134,0.11790220276993627,0.35526216376033654,132,0,0.4993078481945835,0.4993078481945835
14,1317|2845|4586,1.369230429426405,0.4820866039034412,0.05400564792086953,0.5610862794073048,147,0,0.4982838625125719,0.4982838625125719
15,1245|2774|4585,1.382224462783526,0.46647591486294426,0.14146710941230403,0.31704048150713493,137,0,0.49952074680235925,0.49952074680235925
16,1244|2773|4585,1.3858634679912079,0.466305835998554,0.16596086782368827,0.3143815961716834,129,0,0.49956636353491335,0.49956636353491335
17,1100|2773|4513,1.4064769583855885,0.45655617446499236,0.3047080871652607,0.1619627040880509,136,0,0.49933218412070185,0.49933218412070185
18,955|2773|4585,1.4526204393630964,0.4507789235854333,0.6152949675955276,0.0716454991963338,125,0,0.49889631401728657,0.49889631401728657
19,1173|2773|4513,1.388066977161707,0.46404881963372563,0.1807924545346774,0.2790970960321078,138,0,0.49947130956322844,0.49947130956322844
20,955|2773|4513,1.451621770480562,0.452227391827048,0.6085730331805601,0.09428976472752809,124,0,0.49919995747538287,0.49919995747538287
21,810|2700|4585,1.5097755558964006,0.44619603128108537,1.0,0.0,126,0,0.4981968078826846,0.4981968078826846
22,1245|2845|4586,1.3752992488603157,0.4746394839782848,0.09485422839081004,0.44466359495831714,133,0,0.49950648821671423,0.49950648821671423
23,1389|2845|4586,1.3674952455138938,0.49276584511803173,0.04232630889089146,0.7280375226498103,131,0,0.49881535185473563,0.49881535185473563
24,1390|2990|4586,1.361206881927997,0.5101622588285997,0.0,1.0,125,0,0.4961223220315169,0.4961223220315169
25,1028|2700|4513,1.4233565121240486,0.4538646320143616,0.41832257457766014,0.1198851491997083,141,0,0.4994092393987347,0.4994092393987347
26,1245|2773|4585,1.3797221247340121,0.4677213744890392,0.12462413718488737,0.3365110626848326,136,0,0.49962567473366143,0.49962567473366143
27,1173|2702|4585,1.3998428472260074,0.4626658993388957,0.2600545879963039,0.25747755791251636,131,0,0.49928789858443734,0.49928789858443734
28,1173|2773|4585,1.3890656460442399,0.4628231902496803,0.18751438894963599,0.2599365259776224,138,0,0.4993687174582612,0.4993687174582612
29,1535|2990|4586,1.3640306227580314,0.541364075823709,0.01900630028262203,1.0,122,125,0.4873381200482403,125.48733812004824
30,1317|2774|4513,1.3755094757113384,0.47508401424843005,0.09626924304637186,0.45161304761776994,132,133,0.4994312530162339,133.49943125301624
31,1245|2774|4513,1.3818401686884876,0.46839669408290374,0.1388804665839497,0.34706850244259996,131,136,0.4994762258216388,136.49947622582164
32,1244|2774|4585,1.3886773152374,0.46492964542494436,0.18490057544193406,0.29286726546353864,132,138,0.4994216732418446,138.49942167324184
33,1027|2700|4513,1.4315185144719385,0.4539605924199797,0.4732601474177174,0.12138532217062208,130,141,0.49936734018161966,141.4993673401816
34,1028|2700|4585,1.426631087690788,0.4542756955795173,0.44036339569608646,0.1263114085074086,130,141,0.4995047203683151,141.49950472036832
35,1028|2773|4586,1.4235186502526254,0.4552622578637457,0.4194139091386139,0.14173458292387026,127,141,0.4995137205293987,141.4995137205294
36,883|2700|4585,1.4740598686448878,0.44736656403823233,0.7596014940598549,0.01829923073511695,130,262,0.4984834734037937,262.4984834734038
37,1317|2773|4586,1.3739778067793555,0.47784536492711066,0.08595974178294528,0.4947819319580176,127,268,0.49902105617013726,268.49902105617014
38,1028|2702|4584,1.4402631711968776,0.4542096512683046,0.5321195051232248,0.12527892130682058,126,271,0.49936490316450954,271.4993649031645
39,1027|2702|4584,1.4490097866601395,0.454209399655248,0.5909920468888059,0.12527498777710874,122,271,0.4993850065190622,271.49938500651905
40,1027|2700|4585,1.4347930900386783,0.4542715341357667,0.49530096853614664,0.12624635161863862,127,271,0.49941154498908197,271.4994115449891
41,1244|2773|4513,1.384864799108675,0.46753442515966315,0.15923893340873121,0.3335884371597114,128,274,0.49956813624351926,274.4995681362435
42,1173|2774|4513,1.3922812497252421,0.46462678395543366,0.20915827655467806,0.28813255652223474,131,276,0.499423257629566,276.4994232576296
43,1100|2702|4585,1.418214586058893,0.4558757409440122,0.3837128151458094,0.15132531703134577,126,276,0.4994364154023025,276.49943641540233
44,1100|2774|4585,1.412529702023252,0.45628062060798563,0.3454484631542841,0.15765490186848052,128,276,0.49948043987658786,276.4994804398766
45,1390|2774|4513,1.370832510572018,0.4905960614323428,0.06478908633234594,0.694116752754834,129,294,0.4990283350297513,294.4990283350298
46,955|2702|4584,1.468913468223937,0.4521223852445971,0.724961618213314,0.09264817061643345,122,377,0.4989224313646121,377.49892243136463
47,883|2700|4584,1.4800353336906533,0.4486035740535231,0.7998217160363688,0.03763771703825085,123,392,0.49879766722160557,392.4987976672216
48,1173|2702|4584,1.4050937355709259,0.4627658728006041,0.29539776098602316,0.2590404679908724,127,399,0.4992717816374443,399.49927178163745
49,1028|2773|4584,1.4309253823534915,0.4550971244747694,0.4692678379852925,0.13915301143986147,123,401,0.49954080757365815,401.4995408075737
50,1173|2702|4513,1.3979879102143218,0.4637660295123028,0.24756920354655043,0.27467616748488666,126,406,0.4995236500824728,406.4995236500825
51,1101|2774|4585,1.4070238822038612,0.4613823402131167,0.3083893734261115,0.23741135774735017,128,408,0.4989882215211962,408.4989882215212
52,1100|2773|4586,1.4070377795301647,0.4576019089048385,0.3084829148566992,0.1783109315815255,132,408,0.4991718794361171,408.4991718794361
53,1100|2702|4584,1.423465474403811,0.4558502927068572,0.4190559881355257,0.15092747838850729,125,417,0.49947463633942063,417.4994746363394
54,955|2702|4585,1.463662579879019,0.4524851393388096,0.6896184452235976,0.09831919590775758,122,501,0.4990652412298473,501.49906524122986
55,1390|2991|4586,1.36528642460537,0.5090927027913711,0.027458969434166102,0.9832793635292294,123,528,0.49643731074111425,528.4964373107412
56,1245|2773|4586,1.3792842769960552,0.4700776463898571,0.12167703046136581,0.3733472493908196,130,528,0.49907714239136775,528.4990771423913
57,1101|2700|4513,1.404487261804634,0.46296668489716075,0.29131565033582757,0.26217981361520953,127,537,0.49933016749038067,537.4993301674904
