archive_index,chromosome,f1,f2,norm_f1,norm_f2,strength,raw_fitness,density,total_fitness
1,1187|1384|2566|2694|4072|4809,0.7530769224259825,0.2239654547723552,0.25751779154647586,0.24397452976346456,161,0,0.4985072615146266,0.4985072615146266
2,1117|1384|2496|2694|4072|4809,0.7730025775859165,0.19074941878292517,0.4554890467934109,0.08965555389067797,162,0,0.4980294441943503,0.4980294441943503
3,1095|1117|2426|2694|4072|4738,0.8278071878353606,0.17145171357303596,1.0,0.0,154,0,0.4955502503218144,0.4955502503218144
4,1117|1384|2566|2694|4072|4809,0.7628339589118509,0.2011965795062937,0.354458782700511,0.13819220480596664,161,0,0.49849055330598635,0.49849055330598635
5,1187|1384|2694|2710|4072|4809,0.7469424807986608,0.23439142829950785,0.1965690749571266,0.29241274670479295,162,0,0.4977597422185371,0.4977597422185371
6,1114|1456|2694|2854|4070|4807,0.7327128921057504,0.34344283420305355,0.05519106190953053,0.7990566244353549,156,0,0.49110337187804964,0.49110337187804964
7,1116|1384|2694|2710|4070|4807,0.7456953952125684,0.24356341664818762,0.18417866184913054,0.3350250514703527,159,0,0.49783532696741417,0.49783532696741417
8,1187|1384|2694|2854|4072|4807,0.7387148124400926,0.27526882422009435,0.11482311380165837,0.4823257717514515,155,0,0.49677132155009807,0.49677132155009807
9,1187|1384|2694|2854|4070|4807,0.7348517030259639,0.2827686285413359,0.0764412079755895,0.5171692468268213,157,0,0.4954842293039571,0.4954842293039571
10,1187|1384|2694|2710|4072|4807,0.7425774614219729,0.2490488785851554,0.15320044500523938,0.360510057223941,170,0,0.4977974954160686,0.4977974954160686
11,1116|1384|2550|2710|3999|4807,0.7466754643074575,0.23847917587798997,0.19391613383620207,0.3114040863137265,159,0,0.4974943809065432,0.4974943809065432
12,1116|1384|2566|2694|4072|4807,0.7534802971138712,0.22182977618975888,0.261525518903755,0.23405234242706524,163,0,0.4985746180031554,0.4985746180031554
13,1187|1384|2694|2710|4070|4807,0.7409686332967532,0.25960581923996634,0.13721594056260775,0.40955673668679543,158,0,0.498127702752033,0.498127702752033
14,1117|1384|2496|2694|4072|4738,0.7805616450890248,0.18727019900051606,0.5305921272228937,0.07349138445671635,159,0,0.4980138347571032,0.4980138347571032
15,1116|1384|2566|2694|4072|4809,0.7578164386574597,0.20582765384764126,0.30460723327762973,0.1597077959431787,169,0,0.49808142294160246,0.49808142294160246
16,1117|1384|2566|2694|4072|4665,0.7672299770900104,0.2007743610702893,0.39813540110192364,0.13623061262020603,155,0,0.49873441064346163,0.49873441064346163
17,1116|1384|2551|3287|4213|4807,0.7314075074312845,0.34600676446000744,0.04222141847698852,0.8109684338875208,156,0,0.4916262670680414,0.4916262670680414
18,1187|1456|2551|3287|4213|4807,0.7271579540105801,0.3866944327627471,0.0,1.0,154,0,0.48571671575328157,0.48571671575328157
19,1095|1117|2496|2694|4072|4809,0.8036207052064755,0.1760619867306303,0.7596953130215467,0.02141895054545812,161,0,0.4974590053434329,0.4974590053434329
20,1095|1116|2496|2694|4072|4809,0.7981461698592746,0.18460120145995856,0.7053030922448682,0.06109144103189329,156,0,0.4973894242424816,0.4973894242424816
21,1116|1384|2694|2854|4070|4807,0.7396278324965317,0.2677313341351233,0.12389442037542313,0.44730721171213306,158,0,0.49796534489882877,0.49796534489882877
22,1187|1384|2551|3287|4213|4807,0.7283717323923362,0.36258934539943843,0.012059489532420373,0.8880097433536747,155,0,0.4898893951570876,0.4898893951570876
23,1095|1117|2496|2694|4072|4738,0.8111797727095835,0.17213571363824387,0.8347983934510262,0.003177808140423309,157,0,0.4964406632187307,0.4964406632187307
24,1116|1384|2694|2710|4072|4807,0.7473042233377881,0.23251767258357764,0.20016316629176217,0.28370743150071065,162,0,0.4980209292615955,0.4980209292615955
25,1187|1456|2694|2854|4070|4807,0.7334415974143655,0.31328654512750503,0.06243111015355122,0.6589529814918308,160,0,0.4921610814901564,0.4921610814901564
26,1116|1384|2496|2694|4072|4809,0.7677401759035443,0.19500450939378067,0.4032044790684988,0.10942435548765618,164,0,0.49863421019887005,0.49863421019887005
27,1117|1384|2694|2710|4072|4807,0.7519113370765382,0.22564692261969216,0.24593712366505532,0.2517864913186192,161,0,0.4985445650506611,0.4985445650506611
28,1116|1384|2550|2710|4070|4807,0.7448416299237323,0.24632739335676762,0.1756960807465014,0.34786626031116785,163,0,0.49776759279714744,0.49776759279714744
29,1117|1384|2694|2710|4072|4809,0.7562763564532262,0.21016715001373926,0.28930575361694366,0.17986873881936138,167,0,0.4980394004321089,0.4980394004321089
30,1117|1384|2550|2710|3999|4807,0.7508254396525853,0.23178231888746137,0.23514819480104268,0.28029103860768023,158,0,0.4982558862324483,0.4982558862324483
31,1114|1456|2551|3287|4213|4807,0.7276566898661286,0.4354923053405293,0.004955187800204612,1.0,152,154,0.476282015113464,154.47628201511347
32,1187|1456|2694|3287|4213|4807,0.7281207574313572,0.38715883160980286,0.009565928961299144,1.0,152,154,0.4856287327959059,154.4856287327959
33,1187|1384|2694|3287|4213|4807,0.7295308630429554,0.3635327305187821,0.023576026783336323,0.8923926331577762,153,155,0.48970422532804697,155.48970422532804
34,1187|1384|2551|3289|4213|4807,0.7312509953325462,0.3628520319777684,0.04066639323943223,0.8892301636276744,152,155,0.4898447351860439,155.48984473518604
35,1095|1117|2426|2694|4072|4809,0.8202395519171207,0.1758166960979932,0.9248117881213653,0.020279350406784327,154,157,0.4966754502329455,157.49667545023294
36,1114|1384|2694|2710|4072|4807,0.7406211327658085,0.2725611248614168,0.13376335063480324,0.4697460228574087,153,158,0.4973055281018051,158.4973055281018
37,1187|1384|2694|2784|4070|4807,0.7407692772980905,0.26886040175100945,0.13523523995429731,0.45255276714897463,154,158,0.4977499914821679,158.49774999148218
38,1116|1384|2551|2854|4070|4807,0.7408632911421125,0.2685936591756848,0.13616931406941313,0.4513135030459712,154,158,0.4978058941350735,158.49780589413507
39,1117|1384|2551|3287|4213|4807,0.734370835676387,0.3287147054787225,0.07166355263432667,0.7306309476934163,153,160,0.4920248722319707,160.49202487223198
40,1114|1384|2694|2854|4070|4807,0.7346019187395306,0.31645021189992384,0.07395947734594413,0.6736511175511063,153,160,0.49258653465579827,160.4925865346558
41,1095|1117|2496|2694|4073|4809,0.8053956870507561,0.1808757144554912,0.7773306369761299,0.04378313430499401,156,161,0.49738811208225936,161.49738811208226
42,1095|1117|2496|2694|4072|4665,0.8081115678988324,0.17668803794199614,0.8043142586577847,0.02432753306905112,156,161,0.4973983022949578,161.49739830229495
43,1117|1384|2694|2710|3999|4807,0.7523536779941254,0.2282392395666017,0.25033199981838283,0.2638301830015175,159,161,0.4986263855825914,161.49862638558258
44,1116|1384|2496|2694|4072|4665,0.772231038595901,0.19522102096769295,0.4478234247047357,0.11043025048251291,156,164,0.49849055330598635,164.498490553306
