idx,id,lon,lat
112,595,29.0244882514374,40.9971955147428
113,596,29.0244606971508,40.9962952538167
114,597,29.0244331441121,40.9953949927342
115,598,29.0244624755609,40.9945165369496
116,599,29.0244804799475,40.993584108479
117,600,29.0243534331947,40.9926919654062
118,601,29.0243229444342,40.9917939468408
119,602,29.0242953976337,40.9908936849767
120,603,29.0242678520805,40.9899934229562
121,604,29.0242403077748,40.9890931607794
122,605,29.0242127647163,40.9881928984463
123,606,29.0241852229051,40.9872926359569
124,607,29.024157682341,40.9863923733111
125,608,29.0241301430241,40.985492110509
126,609,29.0241026049542,40.9845918475506
127,610,29.0240750681313,40.9836915844359
128,611,29.0240475325553,40.9827913211649
129,612,29.0240199982262,40.9818910577376
130,613,29.0239924651439,40.980990794154
131,614,29.0239649333082,40.980090530414
132,615,29.0237799332491,40.9792769883025
133,616,29.0236919851748,40.9786727456093
134,662,29.0260893273168,41.0013990781218
135,663,29.0257947687505,41.0007690372075
136,664,29.0257592144356,40.9998754118086
137,665,29.0257316402574,40.9989751520098
138,666,29.025704067328,40.9980748920547
139,667,29.0256764956472,40.9971746319432
140,668,29.025648925215,40.9962743716753
141,669,29.0256213560314,40.9953741112511
142,670,29.0255937880963,40.9944738506706
143,671,29.0255662214096,40.9935735899337
144,672,29.0255386559712,40.9926733290404
145,673,29.0255110917812,40.9917730679909
146,674,29.0254835288394,40.9908728067849
147,675,29.0254559671457,40.9899725454227
148,676,29.0254284067001,40.9890722839041
149,677,29.0254008475026,40.9881720222291
150,678,29.025373289553,40.9872717603978
151,679,29.0253457328514,40.9863714984102
152,680,29.0253181773976,40.9854712362663
153,681,29.0252906231915,40.984570973966
154,682,29.0252630702332,40.9836707115094
155,683,29.0252355185225,40.9827704488964
156,684,29.0252079680594,40.9818701861271
157,685,29.0251804188439,40.9809699232015
158,686,29.0251405969497,40.980108981341
159,687,29.0250837349134,40.9791668166642
160,731,29.0275762632328,41.0041160179949
161,732,29.0275801876272,41.003696251006
162,733,29.0274079147512,41.0022237594938
163,734,29.0270463213628,41.001617746572
164,735,29.0269750974134,41.0007547737768
165,736,29.0269475058379,40.9998545147932
166,737,29.026919915512,40.9989542556532
167,738,29.0268923264355,40.9980539963568
168,739,29.0268647386084,40.997153736904
169,740,29.0268371520307,40.9962534772949
170,741,29.0268095667022,40.9953532175294
171,742,29.026781982623,40.9944529576075
172,743,29.0267543997929,40.9935526975293
173,744,29.0267268182119,40.9926524372947
174,745,29.0266992378799,40.9917521769037
175,746,29.0266716587969,40.9908519163564
176,747,29.0266440809628,40.9899516556527
177,748,29.0266165043775,40.9890513947927
178,749,29.0265889290409,40.9881511337763
179,750,29.0265613549531,40.9872508726036
180,751,29.0265337821139,40.9863506112745
181,752,29.0265062105233,40.985450349789
182,753,29.0264786401811,40.9845500881472
183,754,29.0264510710875,40.9836498263491
184,755,29.0264235032421,40.9827495643946
185,756,29.0263959366452,40.9818493022837
186,757,29.0263683712964,40.9809490400165
187,758,29.0263186667325,40.9801598863935
188,802,29.0286658459053,41.0049172215861
189,803,29.0283013540324,41.0043137554151
190,804,29.028279485269,41.0034558833109
191,805,29.0282945650215,41.0024878115199
192,806,29.0281910126889,41.0016341220297
193,807,29.0281634037146,41.0007338638616
194,808,29.0281357959907,40.9998336055371
195,809,29.028108189517,40.9989333470563
196,810,29.0280805842936,40.998033088419
197,811,29.0280529803203,40.9971328296254
198,812,29.028025377597,40.9962325706753
199,813,29.0279977761238,40.9953323115689
200,814,29.0279701759005,40.9944320523061
