run_id,run_label,generation,stage,chromosome,f1,f2
20260419_190522_run05,run05,5,periodic_nd,1390|2918|3080|4354|4803,1.057968298669058,0.5853728322487702
20260419_190522_run05,run05,5,periodic_nd,1390|2710|2918|3623|4803,1.1280562478265952,0.461631425039636
20260419_190522_run05,run05,10,periodic_nd,1277|1390|2918|3623|4803,1.177735149911052,0.4453358457361344
20260419_190522_run05,run05,10,periodic_nd,1390|2196|2918|4354|4521,0.9994011451053241,0.5698232072454215
20260419_190522_run05,run05,10,periodic_nd,1345|1390|2918|3623|4803,1.150112446743992,0.4492051283827132
20260419_190522_run05,run05,10,periodic_nd,1390|2710|3623|4001|4803,1.04045056398544,0.4811226559634585
20260419_190522_run05,run05,10,periodic_nd,1277|1390|2710|3623|4803,1.208635886051573,0.4011194479606707
20260419_190522_run05,run05,10,periodic_nd,1340|1390|2918|4001|4803,1.0052822717729863,0.5005285085718206
20260419_190522_run05,run05,10,periodic_nd,1347|1390|2710|3623|4803,1.1984294922537957,0.4055790990998739
20260419_190522_run05,run05,10,periodic_nd,1390|2196|2918|4001|4803,0.9898021924920277,0.574183581638135
20260419_190522_run05,run05,10,periodic_nd,1347|1390|2918|3623|4803,1.163754724389347,0.44765331868518976
20260419_190522_run05,run05,10,periodic_nd,1390|2710|2918|3623|4803,1.1280562478265952,0.461631425039636
20260419_190522_run05,run05,10,periodic_nd,1277|1390|2918|4001|4521,1.0719950683551585,0.473607405875422
20260419_190522_run05,run05,15,periodic_nd,1277|1390|2710|3623|4803,1.208635886051573,0.4011194479606707
20260419_190522_run05,run05,15,periodic_nd,1347|1390|2710|3623|4803,1.1984294922537957,0.4055790990998739
20260419_190522_run05,run05,15,periodic_nd,1277|1390|2918|4001|4521,1.0719950683551585,0.473607405875422
20260419_190522_run05,run05,15,periodic_nd,1345|1390|2710|3623|4803,1.186283636810242,0.40747430043132254
20260419_190522_run05,run05,15,periodic_nd,1340|1390|2710|3623|4803,1.1477892288855365,0.41139520859127787
20260419_190522_run05,run05,15,periodic_nd,1390|2710|3053|4001|4803,0.9672686480173475,0.5372327165370336
20260419_190522_run05,run05,15,periodic_nd,1345|1390|2496|3623|4803,1.2596281770957602,0.399393043769511
20260419_190522_run05,run05,15,periodic_nd,1340|1390|2918|4001|4521,1.005759895828953,0.4802043257989113
20260419_190522_run05,run05,15,periodic_nd,1390|2496|3420|3623|4803,1.0973548524163652,0.44719782185158835
20260419_190522_run05,run05,15,periodic_nd,1390|2496|2918|3420|4803,1.09129451867884,0.4710851395039619
20260419_190522_run05,run05,15,periodic_nd,1340|1390|2918|4001|4803,1.0052822717729863,0.5005285085718206
20260419_190522_run05,run05,15,periodic_nd,1345|1390|2918|4001|4521,1.0443723651880996,0.47555608675336536
20260419_190522_run05,run05,20,periodic_nd,1390|2496|3623|4001|4521,1.062900846363217,0.4471643467671909
20260419_190522_run05,run05,20,periodic_nd,1277|1390|2710|3623|4803,1.208635886051573,0.4011194479606707
20260419_190522_run05,run05,20,periodic_nd,1345|1390|2710|3623|4803,1.186283636810242,0.40747430043132254
20260419_190522_run05,run05,20,periodic_nd,1345|1390|2496|3623|4803,1.2596281770957602,0.399393043769511
20260419_190522_run05,run05,20,periodic_nd,1347|1390|2496|3623|4803,1.270450233094761,0.396889260910868
20260419_190522_run05,run05,20,periodic_nd,1277|1390|2710|3624|4803,1.1981343224535348,0.4017276767836784
20260419_190522_run05,run05,20,periodic_nd,388|1390|2710|3623|4803,1.146282908822605,0.424255461120662
20260419_190522_run05,run05,20,periodic_nd,1340|1390|2918|4001|4521,1.005759895828953,0.4802043257989113
20260419_190522_run05,run05,20,periodic_nd,1340|1390|2918|4001|4803,1.0052822717729863,0.5005285085718206
20260419_190522_run05,run05,20,periodic_nd,1340|1390|2710|3623|4803,1.1477892288855365,0.41139520859127787
20260419_190522_run05,run05,20,periodic_nd,1390|2710|3053|4001|4803,0.9672686480173475,0.5372327165370336
20260419_190522_run05,run05,20,periodic_nd,1277|1390|2496|3623|4803,1.2783059528395506,0.3925820484356818
20260419_190522_run05,run05,20,periodic_nd,1390|2710|3068|3623|4803,1.1460868025949402,0.44375463980319707
20260419_190522_run05,run05,20,periodic_nd,1345|1390|2918|4001|4521,1.0443723651880996,0.47555608675336536
20260419_190522_run05,run05,20,periodic_nd,1390|2708|3623|4657|4803,1.1467930194005687,0.42221827886005653
20260419_190522_run05,run05,25,periodic_nd,1340|1390|2710|3623|4803,1.1477892288855365,0.41139520859127787
20260419_190522_run05,run05,25,periodic_nd,1277|1390|2496|3623|4803,1.2783059528395506,0.3925820484356818
20260419_190522_run05,run05,25,periodic_nd,1390|2710|3623|4001|4521,1.0425823925573385,0.468820714112718
20260419_190522_run05,run05,25,periodic_nd,1390|2710|3053|4001|4521,0.9694004765892459,0.5223355841201643
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3053|4001|4521,0.971686071840227,0.4989162504797923
20260419_190522_run05,run05,25,periodic_nd,1277|1390|2496|3624|4803,1.265852873328423,0.39291104776757385
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3068|3623|4803,1.1285088243243988,0.4446623819518021
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3623|4657|4803,1.2192228895040034,0.3975427848690325
20260419_190522_run05,run05,25,periodic_nd,1277|1390|2710|3623|4803,1.208635886051573,0.4011194479606707
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3623|3624|4803,1.282084300899792,0.3871907083667629
20260419_190522_run05,run05,25,periodic_nd,1390|2710|3053|4001|4803,0.9672686480173475,0.5372327165370336
20260419_190522_run05,run05,25,periodic_nd,1345|1390|2710|3623|4803,1.186283636810242,0.40747430043132254
20260419_190522_run05,run05,25,periodic_nd,1347|1390|2496|3624|4803,1.257997153583633,0.397168109575377
20260419_190522_run05,run05,25,periodic_nd,1340|1390|2710|3624|4803,1.1372876652874988,0.4114792913607684
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3623|4001|4521,1.062900846363217,0.4471643467671909
20260419_190522_run05,run05,25,periodic_nd,1345|1390|2710|3624|4803,1.1757820732122042,0.4079213982871863
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3053|4001|4803,0.9704123237668753,0.5156495675163714
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3624|4001|4521,1.0610645849848301,0.4514832671277182
20260419_190522_run05,run05,25,periodic_nd,1390|2710|3624|4001|4521,1.0409890297051414,0.47284232773671603
20260419_190522_run05,run05,25,periodic_nd,1345|1390|3068|3623|4803,1.1307460663413689,0.42809173660336036
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3624|4217|4521,1.0559473942920594,0.45851357018559746
20260419_190522_run05,run05,25,periodic_nd,1390|2496|3624|4657|4803,1.2094088833800034,0.40024718166465373
20260419_190522_run05,run05,25,periodic_nd,1277|1390|2710|3624|4803,1.1981343224535348,0.4017276767836784
20260419_190522_run05,run05,25,periodic_nd,1340|1390|2918|4001|4521,1.005759895828953,0.4802043257989113
20260419_190522_run05,run05,30,periodic_nd,1347|1390|2496|3624|4803,1.257997153583633,0.397168109575377
