archive_index,chromosome,f1,f2,norm_f1,norm_f2,strength,raw_fitness,density,total_fitness
1,1405|1671|2561|3262|4507|4595,0.8746893753287814,0.46434184354708863,1.0,1.0,199,0,0.4552710650390098,0.4552710650390098
2,233|1243|1560|3203|4159|5382,1.1326068531372686,0.4985569262529208,1.0,1.0,183,199,0.4679480353907747,199.46794803539078
3,811|2210|2767|4022|4569|5028,1.1203743977774265,0.5036365188242264,1.0,1.0,183,199,0.4685929327215483,199.46859293272155
4,1099|1884|2135|3773|4529|4731,1.0904361142401848,0.5447618114008054,1.0,1.0,187,199,0.47525120346987776,199.47525120346987
5,955|1699|2695|3490|4441|5156,1.022785126258139,0.5739384092468264,1.0,1.0,192,199,0.4785675123295023,199.4785675123295
6,1530|1909|3271|3712|4164|5302,0.9103047750961368,0.6194287256580017,1.0,1.0,186,199,0.47993680256256116,199.47993680256255
7,1690|1959|3631|3860|4937|5247,0.9819165815128729,0.66446546252689,1.0,1.0,175,385,0.48263608400638863,385.4826360840064
8,1032|2994|3123|3944|4216|4670,1.0072497897199613,0.6948256553462799,1.0,1.0,163,560,0.48296856215852285,560.4829685621585
9,1117|1556|2248|3342|4080|4878,1.0287535010443662,0.6614005308859875,1.0,1.0,175,577,0.4848043384456263,577.4848043384457
10,1520|1758|1991|3571|4527|4733,1.0594005203802113,0.6642510823944869,1.0,1.0,174,752,0.48569350454488913,752.4856935045449
11,1024|2065|3279|3344|4528|5319,1.4003404771814505,0.5795554492148601,1.0,1.0,134,944,0.4801673228952114,944.4801673228952
12,244|879|2924|3481|4278|4305,1.2497333030747209,0.6037973739328143,1.0,1.0,166,944,0.4837258137267339,944.4837258137268
13,750|965|1811|2987|3134|4519,1.1669927174279913,0.6086429595815931,1.0,1.0,176,944,0.48538470390381533,944.4853847039038
14,544|1385|2046|3996|4073|4385,1.1655614700033474,0.6142569119538276,1.0,1.0,176,944,0.48545070974134374,944.4854507097414
15,738|1167|1277|3117|4085|4599,1.6534122295285478,0.579779689897376,1.0,1.0,88,1078,0.4760382816755573,1078.4760382816755
16,1323|1822|2927|3708|3854|4229,1.0677387642346396,0.6918051716778991,1.0,1.0,164,1101,0.48534765164647625,1101.4853476516464
17,1347|1393|3633|4801|4943|5311,1.2939932679412534,0.6100032972892877,1.0,1.0,157,1286,0.48424975187487,1286.4842497518748
18,1608|2189|2703|4008|4294|4587,1.1195833372200357,0.6818607867615937,1.0,1.0,161,1288,0.48603050968141387,1288.4860305096813
19,874|900|1018|3341|3500|4870,1.2419095785389278,0.6151292608586588,1.0,1.0,166,1296,0.4847816462608057,1296.484781646261
20,1680|2475|2639|3919|5021|5305,1.0855161182114224,0.7236096425456506,1.0,1.0,155,1428,0.4848137052268939,1428.484813705227
21,1468|1844|2335|3639|3862|5233,1.0702509199731878,0.8486764318555851,1.0,1.0,93,1428,0.48505721566857957,1428.4850572156686
22,398|1179|2484|2832|4362|5104,1.1062627706890757,0.8051872959859359,1.0,1.0,121,1770,0.48531754859153464,1770.4853175485916
23,1527|2350|2686|3781|4291|4944,1.1033671635965088,0.8443597106552748,1.0,1.0,94,1770,0.485797325422698,1770.4857973254227
24,1380|1687|2479|3288|3698|4152,1.1074687588211594,0.7919517146000521,1.0,1.0,129,1770,0.4861462697072223,1770.4861462697072
25,452|2480|2973|3049|3211|5019,1.2781179279924053,0.6296260977555266,1.0,1.0,155,1814,0.4868519431465999,1814.4868519431466
26,1346|1527|3141|3192|4521|5531,1.2552804463161211,0.6561928158851985,1.0,1.0,154,1814,0.4888011810941505,1814.4888011810942
27,1201|2036|3786|4002|4353|5035,1.4444371333008656,0.6189024910522654,1.0,1.0,127,1919,0.48510520770678145,1919.4851052077067
28,524|2122|2207|2498|3564|4236,1.3267146330928201,0.6286343475858043,1.0,1.0,143,1971,0.48754908323776186,1971.4875490832378
29,1734|1765|3712|3789|4134|4602,1.3259580005250304,0.6364543180771859,1.0,1.0,143,2126,0.4886098831486968,2126.488609883149
30,160|2250|2847|4241|4586|5161,1.3067645838823967,0.6472886833197795,1.0,1.0,147,2126,0.4890246021473336,2126.4890246021473
31,543|959|1320|1559|4095|4277,1.8331541541497784,0.6223207112050467,1.0,1.0,63,2320,0.47357492085815,2320.473574920858
32,1131|1806|3278|5005|5314|5744,1.7268429775223657,0.6240814615136804,1.0,1.0,77,2320,0.47743508704932275,2320.4774350870493
33,315|1608|2841|3348|4162|4378,1.252420789920088,0.6718217473722358,1.0,1.0,154,2338,0.4890239771244709,2338.4890239771244
34,948|1825|3144|4368|4724|5169,1.165600466623084,0.7662811925789076,1.0,1.0,137,2473,0.4863266166501731,2473.4863266166503
35,1464|3078|3626|3643|4072|4869,1.2535100573230678,0.6719092723287352,1.0,1.0,152,2492,0.48898191229615234,2492.4889819122964
36,1092|1852|2911|4276|4307|4876,1.2272766787511207,0.7131052884224315,1.0,1.0,147,2494,0.4882741019373118,2494.4882741019373
37,1043|2175|2476|2780|3942|3991,1.1374451445144584,0.8228651774726456,1.0,1.0,107,2547,0.4863266166501731,2547.4863266166503
38,523|828|2191|3066|3877|5094,1.2056066906686422,0.7396202497995726,1.0,1.0,141,2649,0.4862803623104444,2649.4862803623105
39,1633|1754|2646|3419|5241|5381,1.293854804316843,0.6841943457003364,1.0,1.0,146,3114,0.49013788988048107,3114.4901378898803
40,1301|1418|1593|2899|3803|4368,1.7559051558264192,0.6568562141226683,1.0,1.0,74,3139,0.4800751365927971,3139.480075136593
41,814|1034|2181|2626|3871|5235,1.1718306469212665,0.8292739866883052,1.0,1.0,105,3143,0.48804266087835235,3143.4880426608784
42,1236|2623|3501|3789|4732|5026,1.1982841670291453,0.8351438193247492,1.0,1.0,102,3248,0.48937900430963754,3248.4893790043097
43,752|1678|1685|3418|3481|4581,1.2322412554877546,0.8132707574619633,1.0,1.0,108,3324,0.48965974635522314,3324.4896597463553
44,1200|1954|2827|3076|4077|5598,1.436800921924934,0.6678008846623046,1.0,1.0,126,3371,0.4882023007009676,3371.488202300701
45,1742|2278|2624|2915|4218|5674,1.215584581087485,0.8429224653372337,1.0,1.0,95,3491,0.48969660010383154,3491.489696600104
46,883|1881|2486|3359|4312|5602,1.3008487328043676,0.694088804563544,1.0,1.0,143,3581,0.48986638425629025,3581.4898663842564
