archive_index,chromosome,f1,f2,norm_f1,norm_f2,strength,raw_fitness,density,total_fitness
1,1317|2774|4513,1.3755094757113384,0.47508401424843005,0.013503849170241363,0.4500047305608558,148,0,0.4985734155594305,0.4985734155594305
2,666|2628|4513,1.565272920733062,0.442643695131394,0.33719353186880524,0.02516834339583848,164,0,0.4979853272696917,0.4979853272696917
3,1245|2846|4514,1.3786554934890884,0.47373527422242484,0.018870180373426325,0.4323417156624605,145,0,0.49895662852315686,0.49895662852315686
4,1100|2702|4513,1.4163596490472063,0.45705800293942744,0.08318418008832056,0.21393721556866335,157,0,0.49928994019860695,0.49928994019860695
5,1028|2628|4513,1.4294127315541152,0.45411906722780826,0.10544952278599246,0.17544909757789864,158,0,0.49916240292550423,0.49916240292550423
6,1463|2846|4514,1.36759282876036,0.5170814104049315,0.0,1.0,135,0,0.49009218027949103,0.49009218027949103
7,1318|2846|4513,1.3693097593329107,0.48693674374223955,0.0029286605340704784,0.6052273335823499,140,0,0.4965826450339237,0.4965826450339237
8,1028|2629|4513,1.4324015463085724,0.45279603419488124,0.11054770436361029,0.15812273985062464,159,0,0.4989702344183666,0.4989702344183666
9,1463|2846|4513,1.3684202119149869,0.5169447995337192,0.0014113118085553064,0.9982109525876143,135,0,0.49013074212047114,0.49013074212047114
10,666|2629|4728,1.6105775557381528,0.4420717663176607,0.4144720768904416,0.017678399475575646,153,0,0.4985907317857224,0.4985907317857224
11,1100|2629|4513,1.4174528933045887,0.4560329063555462,0.08504898543449038,0.20051261491599598,160,0,0.4993283362010844,0.4993283362010844
12,1173|2702|4513,1.3979879102143218,0.4637660295123028,0.051846520125641636,0.3017851113907088,146,0,0.499050477722902,0.499050477722902
13,1172|2774|4513,1.3982782503143891,0.4612779932190458,0.05234176880145856,0.26920194393944724,147,0,0.49924244923755684,0.49924244923755684
14,956|2629|4513,1.4509084179660603,0.45128692704737594,0.14211586763061634,0.13835956717411516,152,0,0.49865806464789286,0.49865806464789286
15,520|2629|4943,1.8004895396806448,0.44157513442505125,0.7384151303903547,0.011174539317913814,134,0,0.49567715845642923,0.49567715845642923
16,520|2702|5158,1.9538439673190173,0.44072185153212856,1.0,0.0,116,0,0.49167172432421324,0.49167172432421324
17,1173|2774|4513,1.3922812497252421,0.46462678395543366,0.04211236335605327,0.3130574976621473,148,0,0.49901739782741794,0.49901739782741794
18,1245|2774|4513,1.3818401686884876,0.46839669408290374,0.02430245161340873,0.3624280045524485,155,0,0.498873328545284,0.498873328545284
19,883|2628|4513,1.4747373267312598,0.44580335714530905,0.1827621149433033,0.06654707921564981,161,0,0.49768048613733423,0.49768048613733423
20,1318|2846|4514,1.3684823761782838,0.4870075243005082,0.0015173487255151722,0.6061542713398945,140,0,0.4965612787481993,0.4965612787481993
21,1100|2774|4513,1.4121454079282116,0.4582538053647193,0.07599572305716537,0.22959736922779864,155,0,0.4993410043727459,0.4993410043727459
22,1245|2846|4513,1.3794828766437153,0.473662908271386,0.02028149218198163,0.43139401570050334,145,0,0.49896393424441804,0.49896393424441804
23,1317|2846|4513,1.372445880453755,0.48004606360986257,0.008278110478943355,0.5149874181860964,146,0,0.4981691438996778,0.4981691438996778
24,520|2629|5014,1.8622893107600835,0.44157426836602054,0.8438303134318377,0.011163197463095667,128,0,0.4940793331873873,0.4940793331873873
25,1172|2702|4513,1.4032253969171646,0.46042382682089517,0.06078038201240847,0.25801583429240943,148,0,0.4992799860378463,0.4992799860378463
26,1245|2702|4513,1.3882149923270448,0.46779450551423796,0.03517633009188848,0.3545417807769957,151,0,0.4989992177508924,0.4989992177508924
27,1318|2774|4513,1.373277971151353,0.48229782872416743,0.009697452195948461,0.5444763930773182,144,146,0.4977828049603362,146.49778280496034
28,1173|2774|4514,1.3927765095002642,0.4662297652965818,0.042957154508595344,0.3340500408985259,145,148,0.49909278954214525,148.49909278954215
29,1172|2629|4513,1.4061634665628404,0.4610076055606103,0.06579200493718307,0.2656609641010768,142,148,0.4991871539193064,148.4991871539193
30,1245|2774|4514,1.3823354284635094,0.47000957933955456,0.025147242765950425,0.3835502488458906,151,155,0.4990498047758353,155.49904980477584
31,1100|2628|4513,1.415490243134203,0.4583451819847956,0.08170118780767281,0.23079403172068327,153,155,0.4993507758951409,155.49935077589515
32,1100|2774|4514,1.4126406677032346,0.4598341024682099,0.07684051420970896,0.25029284110870564,147,155,0.4994287006117767,155.4994287006118
33,883|2629|4513,1.479973347446677,0.44666379126156613,0.19169347621671648,0.07781527050641357,156,161,0.497824590125503,161.4978245901255
34,1318|2774|4514,1.3737732309263753,0.48389600577505437,0.010542243348490915,0.5654060196293669,141,290,0.49732753441882555,290.49732753441884
35,1172|2774|4514,1.3987735100894112,0.4628754597382211,0.053186559954000644,0.2901222654127065,146,294,0.49904987971070086,294.4990498797107
36,1317|2774|4514,1.376004735486361,0.47669269386165053,0.014348640322784196,0.4710718980113666,147,296,0.49839906771120607,296.4983990677112
37,1461|2846|4514,1.370941760239316,0.5029571917410406,0.005712451982932563,0.8150301170883067,137,420,0.49405967630614683,420.49405967630616
38,1461|2846|4513,1.3717691433939427,0.5028404946069177,0.007123763791487869,0.8135018587294905,137,420,0.4940932508947677,420.49409325089476
39,1172|2846|4513,1.3974515278573962,0.4670465990475575,0.05093158398028201,0.34474724453659816,139,438,0.499050477722902,438.4990504777229
40,1172|2846|4514,1.3966241447027692,0.46715944743157195,0.04952027217172633,0.34622509990507155,139,438,0.49906249888450477,438.4990624988845
41,666|2629|4513,1.5739338293297804,0.4452256776094321,0.35196690803317726,0.05898182419840659,145,492,0.49824621477458986,492.4982462147746
42,520|2774|5158,1.9452644837796982,0.44237497654520386,0.9853655149217919,0.021649221623045434,116,568,0.4919428297286403,568.4919428297286
43,520|2702|5014,1.8642722333108586,0.44238217589097373,0.8472126907448272,0.02174350380429615,126,568,0.49406837730057096,568.4940683773006
44,1246|2846|4513,1.3768479987491515,0.4822311798149314,0.01578703968327641,0.5436035631367073,140,589,0.4978106239892432,589.4978106239893
45,1173|2846|4514,1.3898841840716296,0.4703367975760584,0.038023559947490355,0.38783547837489957,140,608,0.4990260477614636,608.4990260477615
46,1173|2846|4513,1.3907115672262564,0.47023992380245233,0.03943487175604566,0.386566825503719,139,608,0.4990579722353689,608.4990579722354
47,1245|2774|4442,1.3887938484099869,0.4725888620800146,0.036163715949023394,0.41732837405424233,140,608,0.49919301207942773,608.4991930120794
48,883|2702|4728,1.5159007328671623,0.4496985316331285,0.25297674384296887,0.11755804032279682,145,629,0.4981840954470034,629.498184095447
49,883|2629|4728,1.51661707385505,0.4479295792307566,0.25419864507398193,0.09439195046470109,147,629,0.49826447679633606,629.4982644767963
50,883|2629|4514,1.4831064701845962,0.4504454329246092,0.19703781165907014,0.12733941285174052,147,629,0.4985550877819484,629.4985550877819
51,883|2557|4513,1.4891888337541215,0.4503788706471635,0.20741282531700392,0.12646771743562896,146,629,0.49860947077300993,629.498609470773
52,666|2555|4513,1.5671839011046613,0.44630005417970864,0.3404531935494591,0.07305179246611483,141,653,0.49830597226793677,653.498305972268
53,520|2702|5160,1.9153195508988567,0.44259199675650207,0.9342868373528864,0.02449130471652844,118,694,0.49273293942703994,694.492732939427
