K,Lambda,PopSize,ArchiveSize,MaxGen,MutRate,CrossRate,FunctionEvals,Runtime_ms,ND_Count,Best_f1,Best_f2,Mean_f1,Mean_f2,Final_HV
6,0.60,200,100,249,0.30,0.70,50000,33526,31,0.730104,0.177050,0.743078,0.277384,1.103380
6,0.60,200,100,249,0.30,0.70,50000,33743,24,0.730579,0.149848,0.751648,0.227525,1.129794
6,0.60,200,100,249,0.30,0.70,50000,33202,37,0.736593,0.152317,0.753067,0.229343,1.109043
6,0.60,200,100,249,0.40,0.70,50000,34113,37,0.726957,0.181964,0.742100,0.286174,1.083433
6,0.60,200,100,249,0.40,0.70,50000,33896,14,0.736072,0.157078,0.747705,0.256118,1.103714
6,0.60,200,100,249,0.40,0.70,50000,33924,27,0.733362,0.142163,0.750035,0.239685,1.112858
6,0.60,200,100,249,0.05,0.90,50000,32084,30,0.761203,0.351998,0.799778,0.414426,0.242227
6,0.60,200,100,249,0.05,0.90,50000,31488,17,0.740649,0.205623,0.760991,0.248404,0.919314
6,0.60,200,100,249,0.05,0.90,50000,31713,15,0.749693,0.305287,0.828862,0.351279,0.427634
6,0.60,200,100,249,0.10,0.90,50000,32443,37,0.740444,0.337496,0.805011,0.412492,0.350243
6,0.60,200,100,249,0.10,0.90,50000,32341,15,0.733169,0.221352,0.767780,0.271339,0.934765
6,0.60,200,100,249,0.10,0.90,50000,32177,16,0.746740,0.241659,0.777857,0.298009,0.660837
6,0.60,200,100,249,0.20,0.90,50000,32776,35,0.735109,0.161556,0.759095,0.235534,1.070427
6,0.60,200,100,249,0.20,0.90,50000,33232,27,0.735514,0.182197,0.749218,0.258217,1.077665
6,0.60,200,100,249,0.20,0.90,50000,32915,23,0.737805,0.180730,0.750980,0.279936,0.983728
6,0.60,200,100,249,0.30,0.90,50000,33598,56,0.731750,0.148628,0.754198,0.273487,1.054658
6,0.60,200,100,249,0.30,0.90,50000,33559,28,0.732630,0.168979,0.747868,0.250201,1.113140
6,0.60,200,100,249,0.30,0.90,50000,33633,29,0.729151,0.192002,0.740553,0.278002,1.080221
6,0.60,200,100,249,0.40,0.90,50000,34800,20,0.729659,0.222222,0.741737,0.286588,0.990805
6,0.60,200,100,249,0.40,0.90,50000,34309,23,0.730421,0.134853,0.749319,0.234584,1.123539
6,0.60,200,100,249,0.40,0.90,50000,34650,43,0.725763,0.164688,0.740869,0.267571,1.128808
10,0.40,50,25,1599,0.05,0.70,80000,64634,25,0.437597,0.216831,0.459524,0.266113,0.807400
10,0.40,50,25,1599,0.05,0.70,80000,65069,21,0.441337,0.200093,0.469714,0.250816,0.842910
10,0.40,50,25,1599,0.05,0.70,80000,66987,25,0.429630,0.167665,0.470783,0.232320,0.979346
10,0.40,50,25,1599,0.10,0.70,80000,65222,23,0.458752,0.161280,0.476427,0.184367,0.933915
10,0.40,50,25,1599,0.10,0.70,80000,64836,25,0.437711,0.169956,0.528157,0.235257,0.772235
10,0.40,50,25,1599,0.10,0.70,80000,65859,25,0.444977,0.193445,0.471454,0.237656,0.861572
10,0.40,50,25,1599,0.20,0.70,80000,65722,18,0.425277,0.180877,0.465739,0.239243,0.954496
10,0.40,50,25,1599,0.20,0.70,80000,66455,19,0.423055,0.179153,0.447131,0.213800,1.046210
10,0.40,50,25,1599,0.20,0.70,80000,66436,25,0.428467,0.180645,0.462522,0.242228,0.987189
10,0.40,50,25,1599,0.30,0.70,80000,67564,25,0.428024,0.169819,0.440055,0.217868,1.071725
10,0.40,50,25,1599,0.30,0.70,80000,67623,25,0.445003,0.091330,0.499110,0.180390,0.978905
10,0.40,50,25,1599,0.30,0.70,80000,67777,21,0.417581,0.158411,0.439939,0.212113,1.150681
10,0.40,50,25,1599,0.40,0.70,80000,68226,25,0.430508,0.125213,0.449206,0.233594,1.078611
10,0.40,50,25,1599,0.40,0.70,80000,69224,25,0.436825,0.114554,0.486734,0.177008,1.054483
10,0.40,50,25,1599,0.40,0.70,80000,68913,25,0.419584,0.139594,0.444418,0.212610,1.179552
10,0.40,50,25,1599,0.05,0.90,80000,65361,20,0.451636,0.222163,0.471156,0.264020,0.728877
10,0.40,50,25,1599,0.05,0.90,80000,65502,22,0.452506,0.142432,0.485711,0.222785,0.917693
10,0.40,50,25,1599,0.05,0.90,80000,65470,24,0.451974,0.207568,0.466755,0.276236,0.773931
10,0.40,50,25,1599,0.10,0.90,80000,66132,25,0.436185,0.200811,0.455971,0.250850,0.877367
10,0.40,50,25,1599,0.10,0.90,80000,65666,25,0.444160,0.181323,0.467960,0.251316,0.890390
10,0.40,50,25,1599,0.10,0.90,80000,65567,25,0.432146,0.197599,0.457126,0.283064,0.859484
10,0.40,50,25,1599,0.20,0.90,80000,67559,23,0.421400,0.183775,0.437567,0.222020,1.043655
10,0.40,50,25,1599,0.20,0.90,80000,67300,25,0.424420,0.131567,0.458056,0.166522,1.172899
10,0.40,50,25,1599,0.20,0.90,80000,66789,25,0.419271,0.163185,0.429389,0.194600,1.157330
10,0.40,50,25,1599,0.30,0.90,80000,68696,25,0.434147,0.183523,0.457550,0.265530,0.923693
10,0.40,50,25,1599,0.30,0.90,80000,69265,25,0.431035,0.161550,0.445345,0.214381,1.081370
10,0.40,50,25,1599,0.30,0.90,80000,68512,25,0.416984,0.141821,0.429528,0.184097,1.198917
10,0.40,50,25,1599,0.40,0.90,80000,69100,25,0.425518,0.119131,0.454995,0.244556,1.093804
10,0.40,50,25,1599,0.40,0.90,80000,70014,25,0.419153,0.124113,0.440679,0.186203,1.185196
10,0.40,50,25,1599,0.40,0.90,80000,69973,25,0.416789,0.125210,0.438239,0.199734,1.192079
10,0.40,100,50,799,0.05,0.70,80000,65071,19,0.453088,0.184956,0.502378,0.235771,0.784203
10,0.40,100,50,799,0.05,0.70,80000,65520,17,0.442241,0.213292,0.450880,0.263362,0.823330
10,0.40,100,50,799,0.05,0.70,80000,65107,20,0.458746,0.196585,0.470915,0.251003,0.796088
10,0.40,100,50,799,0.10,0.70,80000,66908,31,0.434450,0.193323,0.455017,0.275071,0.893096
10,0.40,100,50,799,0.10,0.70,80000,66045,28,0.413626,0.174924,0.458297,0.250557,1.007464
10,0.40,100,50,799,0.10,0.70,80000,65498,21,0.436141,0.144408,0.473130,0.208626,1.023188
10,0.40,100,50,799,0.20,0.70,80000,68110,33,0.439444,0.145103,0.470866,0.211591,1.012723
10,0.40,100,50,799,0.20,0.70,80000,67929,32,0.438527,0.151117,0.455845,0.218113,1.062081
10,0.40,100,50,799,0.20,0.70,80000,67526,37,0.435724,0.125682,0.456375,0.200308,1.081592
10,0.40,100,50,799,0.30,0.70,80000,68733,38,0.420979,0.171535,0.444909,0.236475,1.058491
10,0.40,100,50,799,0.30,0.70,80000,68649,50,0.438556,0.150709,0.451639,0.216362,1.071098
10,0.40,100,50,799,0.30,0.70,80000,68422,40,0.417025,0.119326,0.441599,0.213956,1.165223
10,0.40,100,50,799,0.40,0.70,80000,69867,24,0.427692,0.152907,0.437238,0.222268,1.141442
10,0.40,100,50,799,0.40,0.70,80000,70216,50,0.422190,0.188597,0.447322,0.249708,0.980502
10,0.40,100,50,799,0.40,0.70,80000,70515,24,0.429341,0.155281,0.441779,0.206463,1.116906
10,0.40,100,50,799,0.05,0.90,80000,65160,33,0.460281,0.165407,0.506133,0.213391,0.830586
10,0.40,100,50,799,0.05,0.90,80000,65378,22,0.438937,0.203792,0.452417,0.285554,0.847747
10,0.40,100,50,799,0.05,0.90,80000,66363,21,0.448704,0.193125,0.469301,0.258893,0.831861
10,0.40,100,50,799,0.10,0.90,80000,66515,48,0.437937,0.167958,0.463807,0.281499,0.901860
10,0.40,100,50,799,0.10,0.90,80000,66861,37,0.441455,0.191709,0.470229,0.249723,0.861066
10,0.40,100,50,799,0.10,0.90,80000,66933,28,0.446713,0.137737,0.466166,0.255555,0.964860
10,0.40,100,50,799,0.20,0.90,80000,68756,37,0.428500,0.206828,0.455441,0.292749,0.856639
10,0.40,100,50,799,0.20,0.90,80000,68079,33,0.435608,0.163695,0.453374,0.229203,1.023550
10,0.40,100,50,799,0.20,0.90,80000,68115,50,0.422181,0.157125,0.445623,0.216366,1.122732
10,0.40,100,50,799,0.30,0.90,80000,69047,22,0.434276,0.140149,0.460183,0.191659,1.084340
10,0.40,100,50,799,0.30,0.90,80000,70037,20,0.423526,0.164295,0.436773,0.246855,1.099051
10,0.40,100,50,799,0.30,0.90,80000,69658,41,0.417264,0.132915,0.435217,0.199218,1.184595
10,0.40,100,50,799,0.40,0.90,80000,71142,50,0.422603,0.173205,0.459764,0.282411,0.930258
10,0.40,100,50,799,0.40,0.90,80000,70902,49,0.439038,0.142041,0.488051,0.219285,0.962533
10,0.40,100,50,799,0.40,0.90,80000,70862,27,0.419793,0.131627,0.440984,0.193366,1.177343
10,0.40,200,100,399,0.05,0.70,80000,67151,58,0.450528,0.182953,0.483250,0.269876,0.774458
10,0.40,200,100,399,0.05,0.70,80000,66706,30,0.432262,0.159266,0.460788,0.236684,1.016893
10,0.40,200,100,399,0.05,0.70,80000,67707,40,0.453894,0.217498,0.475597,0.269270,0.722989
10,0.40,200,100,399,0.10,0.70,80000,67069,17,0.449632,0.136540,0.536059,0.161614,1.002531
10,0.40,200,100,399,0.10,0.70,80000,67867,45,0.439110,0.174476,0.503788,0.255584,0.803382
10,0.40,200,100,399,0.10,0.70,80000,68029,26,0.431021,0.167063,0.468845,0.235027,0.964984
10,0.40,200,100,399,0.20,0.70,80000,69298,36,0.439988,0.139372,0.465791,0.201472,1.037845
10,0.40,200,100,399,0.20,0.70,80000,69786,32,0.431212,0.167281,0.462325,0.253113,0.968900
10,0.40,200,100,399,0.20,0.70,80000,70038,68,0.430571,0.140157,0.467529,0.229250,1.031176
10,0.40,200,100,399,0.30,0.70,80000,69868,41,0.449664,0.131660,0.512194,0.193933,0.992984
10,0.40,200,100,399,0.30,0.70,80000,71075,31,0.419598,0.167844,0.453370,0.214116,1.094571
10,0.40,200,100,399,0.30,0.70,80000,69820,46,0.417756,0.128720,0.440148,0.179003,1.198228
10,0.40,200,100,399,0.40,0.70,80000,71950,53,0.418016,0.113067,0.457245,0.232826,1.112132
10,0.40,200,100,399,0.40,0.70,80000,72736,34,0.436482,0.149969,0.472229,0.221787,0.994617
10,0.40,200,100,399,0.40,0.70,80000,71372,27,0.437752,0.091053,0.473740,0.149505,1.088183
10,0.40,200,100,399,0.05,0.90,80000,67040,28,0.427780,0.221696,0.456706,0.268940,0.809645
10,0.40,200,100,399,0.05,0.90,80000,67888,32,0.446323,0.160607,0.486519,0.256610,0.874602
10,0.40,200,100,399,0.05,0.90,80000,68057,37,0.448736,0.179634,0.473109,0.321456,0.804220
10,0.40,200,100,399,0.10,0.90,80000,68150,40,0.434414,0.194850,0.451390,0.255078,0.912089
10,0.40,200,100,399,0.10,0.90,80000,68248,38,0.430651,0.176517,0.467453,0.229544,0.970415
10,0.40,200,100,399,0.10,0.90,80000,68314,40,0.474602,0.154710,0.501132,0.195254,0.830765
10,0.40,200,100,399,0.20,0.90,80000,72355,26,0.435941,0.143563,0.451309,0.205641,1.081531
10,0.40,200,100,399,0.20,0.90,80000,69325,47,0.432474,0.116432,0.454760,0.203564,1.083491
10,0.40,200,100,399,0.20,0.90,80000,70380,36,0.426367,0.162119,0.442097,0.208127,1.106696
10,0.40,200,100,399,0.30,0.90,80000,71160,55,0.419500,0.206158,0.440215,0.273647,0.918057
10,0.40,200,100,399,0.30,0.90,80000,70311,33,0.435757,0.146226,0.449237,0.249155,1.059944
10,0.40,200,100,399,0.30,0.90,80000,70820,38,0.430692,0.148196,0.472788,0.197617,1.084618
10,0.40,200,100,399,0.40,0.90,80000,71949,42,0.425371,0.166583,0.442015,0.219782,1.082474
10,0.40,200,100,399,0.40,0.90,80000,71556,31,0.451543,0.143889,0.474131,0.201647,0.979345
10,0.40,200,100,399,0.40,0.90,80000,72465,48,0.431444,0.202314,0.454895,0.281279,0.869015
10,0.50,50,25,1599,0.05,0.70,80000,64837,21,0.445887,0.176001,0.472524,0.242659,0.695554
10,0.50,50,25,1599,0.05,0.70,80000,64223,25,0.466234,0.206512,0.491748,0.259542,0.463971
10,0.50,50,25,1599,0.05,0.70,80000,64625,25,0.444323,0.171276,0.498766,0.237636,0.593567
10,0.50,50,25,1599,0.10,0.70,80000,65083,25,0.445026,0.139436,0.468609,0.221286,0.871730
10,0.50,50,25,1599,0.10,0.70,80000,65711,25,0.428961,0.179758,0.462663,0.277028,0.699569
10,0.50,50,25,1599,0.10,0.70,80000,65018,24,0.441241,0.185202,0.472722,0.227829,0.741236
10,0.50,50,25,1599,0.20,0.70,80000,66737,25,0.420116,0.163548,0.434786,0.243338,0.983572
10,0.50,50,25,1599,0.20,0.70,80000,66618,25,0.416370,0.148171,0.434299,0.193604,1.078859
10,0.50,50,25,1599,0.20,0.70,80000,66536,25,0.427507,0.163636,0.465231,0.239385,0.810566
10,0.50,50,25,1599,0.30,0.70,80000,68179,25,0.429177,0.145154,0.447242,0.211519,1.028431
10,0.50,50,25,1599,0.30,0.70,80000,67586,25,0.420869,0.156569,0.458680,0.201747,0.952704
10,0.50,50,25,1599,0.30,0.70,80000,67405,25,0.433459,0.137716,0.454189,0.212781,1.029702
10,0.50,50,25,1599,0.40,0.70,80000,68897,25,0.432217,0.115064,0.448896,0.191867,1.122517
10,0.50,50,25,1599,0.40,0.70,80000,68557,25,0.413145,0.123953,0.434190,0.201924,1.150101
10,0.50,50,25,1599,0.40,0.70,80000,69444,25,0.431480,0.173540,0.451506,0.222773,0.880975
10,0.50,50,25,1599,0.05,0.90,80000,65290,22,0.451712,0.235364,0.480454,0.262229,0.461122
10,0.50,50,25,1599,0.05,0.90,80000,64643,20,0.438388,0.235060,0.448643,0.267965,0.562630
10,0.50,50,25,1599,0.05,0.90,80000,64556,21,0.433612,0.197455,0.444437,0.249924,0.768122
10,0.50,50,25,1599,0.10,0.90,80000,65758,25,0.441669,0.147926,0.471627,0.216987,0.846243
10,0.50,50,25,1599,0.10,0.90,80000,65406,25,0.430660,0.171908,0.461225,0.240090,0.826240
10,0.50,50,25,1599,0.10,0.90,80000,66125,14,0.417970,0.217510,0.437612,0.262311,0.684334
10,0.50,50,25,1599,0.20,0.90,80000,67451,21,0.422683,0.200332,0.432139,0.275153,0.801051
10,0.50,50,25,1599,0.20,0.90,80000,67575,25,0.429706,0.149181,0.454987,0.207767,0.981040
10,0.50,50,25,1599,0.20,0.90,80000,66984,25,0.425356,0.134784,0.439333,0.188880,1.139886
10,0.50,50,25,1599,0.30,0.90,80000,69047,23,0.430863,0.167510,0.462588,0.251679,0.766870
10,0.50,50,25,1599,0.30,0.90,80000,67775,25,0.421191,0.141006,0.441528,0.224457,1.070699
10,0.50,50,25,1599,0.30,0.90,80000,68003,23,0.415472,0.195000,0.431685,0.249613,0.833829
10,0.50,50,25,1599,0.40,0.90,80000,70031,25,0.435306,0.155841,0.456368,0.243107,0.882915
10,0.50,50,25,1599,0.40,0.90,80000,70327,25,0.425662,0.122168,0.448177,0.218397,1.086592
10,0.50,50,25,1599,0.40,0.90,80000,69704,25,0.412374,0.150444,0.445232,0.248980,0.963217
10,0.50,100,50,799,0.05,0.70,80000,65053,33,0.461666,0.223054,0.538901,0.262856,0.313947
10,0.50,100,50,799,0.05,0.70,80000,66086,11,0.436781,0.216393,0.455368,0.259551,0.648795
10,0.50,100,50,799,0.05,0.70,80000,65213,31,0.428439,0.185129,0.463450,0.273971,0.648257
10,0.50,100,50,799,0.10,0.70,80000,66236,12,0.447007,0.201648,0.473279,0.240511,0.629066
10,0.50,100,50,799,0.10,0.70,80000,66102,50,0.431096,0.170037,0.458799,0.260620,0.798355
10,0.50,100,50,799,0.10,0.70,80000,66029,35,0.455655,0.171639,0.517243,0.218336,0.583501
10,0.50,100,50,799,0.20,0.70,80000,67201,30,0.426922,0.173145,0.444722,0.243369,0.883330
10,0.50,100,50,799,0.20,0.70,80000,66887,47,0.427443,0.135158,0.466534,0.202361,0.967312
10,0.50,100,50,799,0.20,0.70,80000,67285,27,0.445763,0.128708,0.486120,0.174437,0.885765
10,0.50,100,50,799,0.30,0.70,80000,71353,46,0.433095,0.156004,0.458073,0.236614,0.857757
10,0.50,100,50,799,0.30,0.70,80000,69155,36,0.433025,0.157681,0.475361,0.197212,0.906189
10,0.50,100,50,799,0.30,0.70,80000,69620,22,0.441977,0.142331,0.498334,0.199782,0.789283
10,0.50,100,50,799,0.40,0.70,80000,70725,45,0.427500,0.155775,0.444972,0.242258,0.973753
10,0.50,100,50,799,0.40,0.70,80000,69674,45,0.413826,0.173993,0.426196,0.206469,0.953601
10,0.50,100,50,799,0.40,0.70,80000,70031,50,0.431434,0.169244,0.449761,0.233547,0.887722
10,0.50,100,50,799,0.05,0.90,80000,65494,33,0.439052,0.174005,0.489076,0.240845,0.644301
10,0.50,100,50,799,0.05,0.90,80000,65715,33,0.442420,0.179440,0.462463,0.265965,0.712605
10,0.50,100,50,799,0.05,0.90,80000,65905,50,0.440061,0.178686,0.478015,0.240962,0.675651
10,0.50,100,50,799,0.10,0.90,80000,66567,32,0.437582,0.186883,0.453314,0.257426,0.758752
10,0.50,100,50,799,0.10,0.90,80000,67245,27,0.427516,0.193863,0.438704,0.303854,0.812761
10,0.50,100,50,799,0.10,0.90,80000,67036,29,0.432623,0.191064,0.449012,0.258410,0.773952
10,0.50,100,50,799,0.20,0.90,80000,68545,39,0.445412,0.163912,0.461923,0.258492,0.793212
10,0.50,100,50,799,0.20,0.90,80000,67842,28,0.424995,0.147033,0.437563,0.212050,1.061840
10,0.50,100,50,799,0.20,0.90,80000,67268,50,0.424769,0.163410,0.449774,0.232503,0.913610
10,0.50,100,50,799,0.30,0.90,80000,68893,49,0.414215,0.148218,0.426960,0.230675,1.084467
10,0.50,100,50,799,0.30,0.90,80000,68685,30,0.448130,0.161254,0.468042,0.189752,0.852866
10,0.50,100,50,799,0.30,0.90,80000,70219,35,0.442554,0.199393,0.494782,0.264836,0.491620
10,0.50,100,50,799,0.40,0.90,80000,71121,40,0.430309,0.159736,0.445993,0.226567,0.968642
10,0.50,100,50,799,0.40,0.90,80000,69502,39,0.420317,0.157778,0.432916,0.210260,1.030172
10,0.50,100,50,799,0.40,0.90,80000,70494,20,0.431653,0.185792,0.442756,0.261954,0.823132
10,0.50,200,100,399,0.05,0.70,80000,67172,45,0.458388,0.137961,0.527117,0.219469,0.559102
10,0.50,200,100,399,0.05,0.70,80000,67934,21,0.435909,0.216341,0.456014,0.305029,0.569655
10,0.50,200,100,399,0.05,0.70,80000,67954,51,0.449752,0.166761,0.492907,0.234556,0.617987
10,0.50,200,100,399,0.10,0.70,80000,68182,52,0.441493,0.210523,0.476879,0.261680,0.548744
10,0.50,200,100,399,0.10,0.70,80000,67844,41,0.435912,0.186554,0.458386,0.228156,0.788329
10,0.50,200,100,399,0.10,0.70,80000,68995,32,0.444142,0.169956,0.469242,0.236844,0.741194
10,0.50,200,100,399,0.20,0.70,80000,70810,48,0.423360,0.144157,0.437693,0.199944,1.089155
10,0.50,200,100,399,0.20,0.70,80000,69071,60,0.430248,0.157875,0.452232,0.215586,0.947938
10,0.50,200,100,399,0.20,0.70,80000,70272,65,0.431090,0.145596,0.474796,0.226222,0.849057
10,0.50,200,100,399,0.30,0.70,80000,70911,27,0.434144,0.177211,0.463483,0.271215,0.718022
10,0.50,200,100,399,0.30,0.70,80000,70969,56,0.435372,0.151715,0.462556,0.235662,0.867496
10,0.50,200,100,399,0.30,0.70,80000,71628,30,0.432950,0.152859,0.505371,0.190356,0.923584
10,0.50,200,100,399,0.40,0.70,80000,72307,49,0.436907,0.117080,0.465968,0.195998,0.992198
10,0.50,200,100,399,0.40,0.70,80000,71621,54,0.432660,0.129214,0.475025,0.215754,0.875271
10,0.50,200,100,399,0.40,0.70,80000,82562,60,0.430000,0.124227,0.476744,0.209219,0.984400
10,0.50,200,100,399,0.05,0.90,80000,90736,47,0.465388,0.166023,0.497454,0.251994,0.512970
10,0.50,200,100,399,0.05,0.90,80000,90301,31,0.441648,0.158110,0.454092,0.254165,0.865997
10,0.50,200,100,399,0.05,0.90,80000,90778,39,0.470779,0.142750,0.494200,0.208389,0.652632
10,0.50,200,100,399,0.10,0.90,80000,92200,47,0.457171,0.161847,0.485387,0.224669,0.683819
10,0.50,200,100,399,0.10,0.90,80000,92447,33,0.435343,0.176289,0.488520,0.243284,0.677300
10,0.50,200,100,399,0.10,0.90,80000,92838,52,0.437684,0.178119,0.467508,0.262444,0.653218
10,0.50,200,100,399,0.20,0.90,80000,93569,51,0.446463,0.105723,0.494899,0.183362,0.867677
10,0.50,200,100,399,0.20,0.90,80000,93148,51,0.442688,0.171339,0.481332,0.216788,0.756663
10,0.50,200,100,399,0.20,0.90,80000,94905,42,0.441670,0.132802,0.487930,0.212252,0.851627
10,0.50,200,100,399,0.30,0.90,80000,95237,37,0.429741,0.163155,0.468418,0.239743,0.755458
10,0.50,200,100,399,0.30,0.90,80000,95110,41,0.423969,0.178458,0.440951,0.241603,0.882754
10,0.50,200,100,399,0.30,0.90,80000,95802,31,0.449395,0.140973,0.503427,0.203502,0.752091
10,0.50,200,100,399,0.40,0.90,80000,95753,39,0.425648,0.185500,0.440045,0.285730,0.801218
10,0.50,200,100,399,0.40,0.90,80000,96520,51,0.416982,0.144385,0.431322,0.201628,1.101817
10,0.50,200,100,399,0.40,0.90,80000,97627,63,0.432503,0.143570,0.459510,0.202489,0.995932
10,0.60,50,25,1599,0.05,0.70,80000,87086,25,0.441150,0.267931,0.483969,0.306762,0.122740
10,0.60,50,25,1599,0.05,0.70,80000,87124,25,0.445435,0.179546,0.488515,0.246574,0.231253
10,0.60,50,25,1599,0.05,0.70,80000,87079,25,0.436532,0.238454,0.465940,0.285686,0.225111
10,0.60,50,25,1599,0.10,0.70,80000,87559,23,0.447358,0.241261,0.475835,0.267019,0.256844
10,0.60,50,25,1599,0.10,0.70,80000,66312,24,0.427768,0.171429,0.446189,0.242227,0.810741
10,0.60,50,25,1599,0.10,0.70,80000,66677,19,0.443576,0.149944,0.453287,0.189197,0.795193
10,0.60,50,25,1599,0.20,0.70,80000,66754,25,0.425358,0.132915,0.458484,0.201809,0.870374
10,0.60,50,25,1599,0.20,0.70,80000,67290,25,0.434107,0.166897,0.449185,0.224275,0.780537
10,0.60,50,25,1599,0.20,0.70,80000,67316,25,0.411808,0.145106,0.446222,0.229996,0.864142
10,0.60,50,25,1599,0.30,0.70,80000,68874,25,0.428798,0.125796,0.458533,0.199631,0.856461
10,0.60,50,25,1599,0.30,0.70,80000,69424,25,0.427780,0.120775,0.460865,0.209196,0.933475
10,0.60,50,25,1599,0.30,0.70,80000,68384,23,0.428394,0.133811,0.455212,0.186027,1.027772
10,0.60,50,25,1599,0.40,0.70,80000,69919,25,0.418075,0.172410,0.443479,0.244922,0.802801
10,0.60,50,25,1599,0.40,0.70,80000,69280,25,0.422821,0.125705,0.442474,0.191400,1.109934
10,0.60,50,25,1599,0.40,0.70,80000,71796,25,0.416379,0.153945,0.444578,0.195977,1.022170
10,0.60,50,25,1599,0.05,0.90,80000,67378,25,0.451708,0.163399,0.488728,0.273727,0.183936
10,0.60,50,25,1599,0.05,0.90,80000,66058,22,0.433428,0.203788,0.458939,0.238049,0.556441
10,0.60,50,25,1599,0.05,0.90,80000,66885,25,0.428744,0.218240,0.467972,0.284645,0.377211
10,0.60,50,25,1599,0.10,0.90,80000,66956,18,0.438565,0.204462,0.459754,0.267683,0.351724
10,0.60,50,25,1599,0.10,0.90,80000,70719,24,0.448062,0.211799,0.475970,0.308968,0.162223
10,0.60,50,25,1599,0.10,0.90,80000,88957,21,0.446932,0.185741,0.462385,0.220117,0.521067
10,0.60,50,25,1599,0.20,0.90,80000,89621,25,0.427749,0.168732,0.485586,0.241380,0.440117
10,0.60,50,25,1599,0.20,0.90,80000,89261,25,0.436283,0.160061,0.480189,0.212948,0.580916
10,0.60,50,25,1599,0.20,0.90,80000,89791,19,0.420714,0.195738,0.448749,0.227511,0.756458
10,0.60,50,25,1599,0.30,0.90,80000,90149,25,0.434516,0.175685,0.452880,0.240954,0.640742
10,0.60,50,25,1599,0.30,0.90,80000,91750,25,0.429516,0.211918,0.442450,0.273480,0.611936
10,0.60,50,25,1599,0.30,0.90,80000,91923,25,0.429876,0.150487,0.471130,0.210205,0.809048
10,0.60,50,25,1599,0.40,0.90,80000,95109,25,0.422652,0.149181,0.445041,0.205832,1.027146
10,0.60,50,25,1599,0.40,0.90,80000,95532,25,0.420161,0.125609,0.443543,0.219784,1.015381
10,0.60,50,25,1599,0.40,0.90,80000,93533,25,0.423751,0.137475,0.441122,0.219598,1.032780
10,0.60,100,50,799,0.05,0.70,80000,89547,25,0.435107,0.188476,0.448427,0.247660,0.654625
10,0.60,100,50,799,0.05,0.70,80000,90100,21,0.445781,0.225631,0.466099,0.275256,0.356407
10,0.60,100,50,799,0.05,0.70,80000,83065,33,0.451227,0.184837,0.466746,0.287645,0.292401
10,0.60,100,50,799,0.10,0.70,80000,69418,27,0.452951,0.173814,0.491605,0.241951,0.276991
10,0.60,100,50,799,0.10,0.70,80000,67618,24,0.430644,0.161815,0.445209,0.231153,0.859967
10,0.60,100,50,799,0.10,0.70,80000,68565,33,0.444320,0.139276,0.501538,0.183551,0.459771
10,0.60,100,50,799,0.20,0.70,80000,69423,50,0.426761,0.154805,0.447051,0.211673,0.943235
10,0.60,100,50,799,0.20,0.70,80000,70226,49,0.428357,0.155178,0.458634,0.259393,0.600953
10,0.60,100,50,799,0.20,0.70,80000,72458,43,0.449634,0.143984,0.504407,0.197291,0.407460
10,0.60,100,50,799,0.30,0.70,80000,76970,33,0.433250,0.146480,0.462227,0.175624,0.923277
10,0.60,100,50,799,0.30,0.70,80000,83556,46,0.409854,0.172165,0.424187,0.232573,1.012670
10,0.60,100,50,799,0.30,0.70,80000,66815,42,0.448290,0.127487,0.461027,0.199418,0.689694
10,0.60,100,50,799,0.40,0.70,80000,67224,50,0.434596,0.187820,0.453099,0.239483,0.625733
10,0.60,100,50,799,0.40,0.70,80000,67654,28,0.416276,0.148206,0.426071,0.227032,1.107082
10,0.60,100,50,799,0.40,0.70,80000,66988,45,0.441160,0.148812,0.471097,0.193345,0.698241
10,0.60,100,50,799,0.05,0.90,80000,63016,42,0.440402,0.234944,0.473496,0.309298,0.173629
10,0.60,100,50,799,0.05,0.90,80000,63559,21,0.467560,0.179784,0.530136,0.258189,0.114906
10,0.60,100,50,799,0.05,0.90,80000,62836,29,0.431403,0.147572,0.464891,0.238036,0.534808
10,0.60,100,50,799,0.10,0.90,80000,63858,26,0.443722,0.171233,0.462731,0.202374,0.624546
10,0.60,100,50,799,0.10,0.90,80000,65761,27,0.434821,0.192769,0.445046,0.234556,0.704932
10,0.60,100,50,799,0.10,0.90,80000,63472,50,0.450883,0.209823,0.484497,0.267486,0.225328
10,0.60,100,50,799,0.20,0.90,80000,64846,43,0.427699,0.199675,0.444135,0.241708,0.725967
10,0.60,100,50,799,0.20,0.90,80000,64659,40,0.415354,0.192935,0.435814,0.232684,0.824627
10,0.60,100,50,799,0.20,0.90,80000,64867,25,0.431007,0.147277,0.440381,0.210774,1.023670
10,0.60,100,50,799,0.30,0.90,80000,66812,36,0.431373,0.126152,0.478780,0.189480,0.833635
10,0.60,100,50,799,0.30,0.90,80000,65866,50,0.430146,0.171092,0.479679,0.257764,0.442557
10,0.60,100,50,799,0.30,0.90,80000,65828,30,0.424862,0.148485,0.453556,0.206737,0.864645
10,0.60,100,50,799,0.40,0.90,80000,68177,50,0.437979,0.137790,0.453226,0.223354,0.823009
10,0.60,100,50,799,0.40,0.90,80000,66628,50,0.428493,0.117989,0.451072,0.212120,0.923599
