K,Lambda,PopSize,ArchiveSize,MaxGen,MutRate,CrossRate,FunctionEvals,Runtime_ms,ND_Count,Best_f1,Best_f2,Mean_f1,Mean_f2,Final_HV
3,0.60,200,100,149,0.05,0.90,30000,13923,12,1.368787,0.444059,1.588954,0.470984,0.926474
3,0.60,200,100,149,0.10,0.90,30000,14184,13,1.367793,0.441026,1.434745,0.474402,1.028750
3,0.60,200,100,149,0.10,0.90,30000,14200,13,1.368130,0.444876,1.435751,0.462139,1.061817
3,0.60,200,100,149,0.10,0.90,30000,14215,21,1.362677,0.447816,1.443508,0.475021,1.010132
3,0.60,200,100,149,0.20,0.90,30000,14652,30,1.370064,0.441672,1.439712,0.464291,1.066829
3,0.60,200,100,149,0.20,0.90,30000,14676,28,1.361937,0.441383,1.434733,0.467968,1.074809
3,0.60,200,100,149,0.20,0.90,30000,14642,25,1.362592,0.443597,1.427356,0.470107,1.082428
3,0.60,200,100,149,0.30,0.90,30000,15069,21,1.358913,0.444360,1.457652,0.471113,1.061337
3,0.60,200,100,149,0.30,0.90,30000,15098,12,1.367014,0.441071,1.469621,0.464383,1.089628
3,0.60,200,100,149,0.30,0.90,30000,15178,22,1.372494,0.443004,1.453126,0.456817,1.079245
3,0.60,200,100,149,0.40,0.90,30000,15386,25,1.364074,0.445705,1.408796,0.468604,1.074507
3,0.60,200,100,149,0.40,0.90,30000,15519,39,1.364426,0.442759,1.419854,0.464280,1.090836
3,0.60,200,100,149,0.40,0.90,30000,15494,18,1.364426,0.444522,1.470699,0.465179,1.076886
6,0.40,50,25,999,0.05,0.70,50000,29910,25,0.755728,0.321760,0.835604,0.386668,0.083741
6,0.40,50,25,999,0.05,0.70,50000,30043,13,0.735091,0.238701,0.749592,0.305562,0.565259
6,0.40,50,25,999,0.05,0.70,50000,29729,23,0.755326,0.345611,0.827439,0.412649,0.073687
6,0.40,50,25,999,0.10,0.70,50000,30108,25,0.755639,0.321773,0.834184,0.393952,0.083923
6,0.40,50,25,999,0.10,0.70,50000,35768,25,0.745100,0.205264,0.767402,0.262982,0.496190
6,0.40,50,25,999,0.10,0.70,50000,35236,13,0.733618,0.183364,0.764458,0.243494,0.713033
6,0.40,50,25,999,0.20,0.70,50000,32414,25,0.737916,0.346297,0.817634,0.411596,0.110385
6,0.40,50,25,999,0.20,0.70,50000,31408,19,0.735960,0.182871,0.747901,0.264168,0.770948
6,0.40,50,25,999,0.20,0.70,50000,31175,25,0.750991,0.316171,0.812143,0.386507,0.096367
6,0.40,50,25,999,0.30,0.70,50000,32010,15,0.742141,0.288223,0.755250,0.373590,0.303391
6,0.40,50,25,999,0.30,0.70,50000,32167,24,0.735269,0.173833,0.750650,0.240917,0.847972
6,0.40,50,25,999,0.30,0.70,50000,31948,25,0.731983,0.169901,0.759497,0.247052,0.735135
6,0.40,50,25,999,0.40,0.70,50000,32615,25,0.739077,0.295217,0.870665,0.379179,0.131276
6,0.40,50,25,999,0.40,0.70,50000,32482,25,0.730818,0.176819,0.743085,0.242472,0.968848
6,0.40,50,25,999,0.40,0.70,50000,32518,25,0.728195,0.190547,0.736926,0.284200,0.966725
6,0.40,50,25,999,0.05,0.90,50000,30409,20,0.749232,0.252333,0.820291,0.291446,0.297808
6,0.40,50,25,999,0.05,0.90,50000,31017,18,0.752765,0.344985,0.795362,0.374328,0.079418
6,0.40,50,25,999,0.05,0.90,50000,31034,20,0.760556,0.330334,0.780597,0.358932,0.095478
6,0.40,50,25,999,0.10,0.90,50000,31453,17,0.747487,0.265302,0.759379,0.352479,0.333889
6,0.40,50,25,999,0.10,0.90,50000,31216,14,0.739066,0.175111,0.752797,0.247749,0.775498
6,0.40,50,25,999,0.10,0.90,50000,31173,16,0.735846,0.238185,0.759895,0.315684,0.526904
6,0.40,50,25,999,0.20,0.90,50000,31920,15,0.733789,0.203460,0.751935,0.259943,0.748104
6,0.40,50,25,999,0.20,0.90,50000,32047,17,0.735260,0.213701,0.748485,0.267364,0.731741
6,0.40,50,25,999,0.20,0.90,50000,31935,9,0.748636,0.261894,0.770197,0.299772,0.313921
6,0.40,50,25,999,0.30,0.90,50000,32180,25,0.744010,0.315794,0.866014,0.382710,0.111380
6,0.40,50,25,999,0.30,0.90,50000,32956,25,0.728247,0.152620,0.749249,0.242158,0.956887
6,0.40,50,25,999,0.30,0.90,50000,32981,19,0.731714,0.215289,0.747645,0.273587,0.734478
6,0.40,50,25,999,0.40,0.90,50000,33338,6,0.733096,0.242316,0.745449,0.322525,0.517861
6,0.40,50,25,999,0.40,0.90,50000,33386,19,0.736758,0.153621,0.750378,0.233326,0.882913
6,0.40,50,25,999,0.40,0.90,50000,33471,25,0.732702,0.145763,0.751537,0.205138,1.011119
6,0.40,100,50,499,0.05,0.70,50000,30756,14,0.746650,0.217569,0.766071,0.265416,0.534031
6,0.40,100,50,499,0.05,0.70,50000,31105,18,0.740721,0.245217,0.768462,0.286670,0.456370
6,0.40,100,50,499,0.05,0.70,50000,31212,13,0.730745,0.271607,0.748848,0.405088,0.391367
6,0.40,100,50,499,0.10,0.70,50000,31314,21,0.734576,0.169192,0.762142,0.261039,0.703770
6,0.40,100,50,499,0.10,0.70,50000,31570,17,0.737961,0.199000,0.752979,0.267274,0.680518
6,0.40,100,50,499,0.10,0.70,50000,31269,26,0.737292,0.217794,0.753098,0.299430,0.554246
6,0.40,100,50,499,0.20,0.70,50000,32203,32,0.740571,0.194416,0.751336,0.277026,0.661924
6,0.40,100,50,499,0.20,0.70,50000,31794,20,0.742940,0.172684,0.757016,0.225586,0.758453
6,0.40,100,50,499,0.20,0.70,50000,31882,32,0.734758,0.192010,0.748469,0.258421,0.796731
6,0.40,100,50,499,0.30,0.70,50000,32547,31,0.728723,0.167450,0.747297,0.253710,0.928552
6,0.40,100,50,499,0.30,0.70,50000,32555,26,0.734851,0.163048,0.749747,0.216341,0.953800
6,0.40,100,50,499,0.30,0.70,50000,32520,31,0.730903,0.127612,0.745390,0.257049,0.936232
6,0.40,100,50,499,0.40,0.70,50000,33527,28,0.728240,0.161384,0.747538,0.265441,0.887955
6,0.40,100,50,499,0.40,0.70,50000,33431,28,0.728694,0.155437,0.743856,0.264551,0.951430
6,0.40,100,50,499,0.40,0.70,50000,33416,20,0.732995,0.168759,0.746127,0.226287,0.971923
6,0.40,100,50,499,0.05,0.90,50000,31160,27,0.757965,0.292273,0.790945,0.333311,0.121771
6,0.40,100,50,499,0.05,0.90,50000,31219,21,0.739481,0.214111,0.754360,0.294431,0.555075
6,0.40,100,50,499,0.05,0.90,50000,31339,37,0.734136,0.281110,0.778569,0.365269,0.252519
6,0.40,100,50,499,0.10,0.90,50000,31403,18,0.741696,0.195494,0.762317,0.300834,0.409362
6,0.40,100,50,499,0.10,0.90,50000,31784,30,0.732458,0.169946,0.753508,0.269675,0.704584
6,0.40,100,50,499,0.10,0.90,50000,31413,14,0.738199,0.198873,0.755884,0.242426,0.742215
6,0.40,100,50,499,0.20,0.90,50000,32063,20,0.732450,0.153813,0.754697,0.241480,0.826476
6,0.40,100,50,499,0.20,0.90,50000,32289,20,0.731569,0.215564,0.745413,0.264440,0.793658
6,0.40,100,50,499,0.20,0.90,50000,32217,34,0.730300,0.216888,0.745726,0.295627,0.682983
6,0.40,100,50,499,0.30,0.90,50000,33062,44,0.730477,0.142437,0.744249,0.232603,1.020515
6,0.40,100,50,499,0.30,0.90,50000,32926,27,0.734435,0.200518,0.757916,0.252662,0.709916
6,0.40,100,50,499,0.30,0.90,50000,32962,38,0.728010,0.140966,0.745211,0.266820,0.900586
6,0.40,100,50,499,0.40,0.90,50000,33357,26,0.732970,0.165518,0.753184,0.258256,0.816093
6,0.40,100,50,499,0.40,0.90,50000,33671,31,0.731822,0.188251,0.748062,0.239301,0.887301
6,0.40,100,50,499,0.40,0.90,50000,33498,44,0.733376,0.163481,0.752319,0.223620,0.922334
6,0.40,200,100,249,0.05,0.70,50000,32069,13,0.749183,0.279434,0.761708,0.347423,0.234851
6,0.40,200,100,249,0.05,0.70,50000,31451,19,0.733121,0.235445,0.749087,0.340984,0.495312
6,0.40,200,100,249,0.05,0.70,50000,31936,9,0.742363,0.268235,0.753811,0.294778,0.455171
6,0.40,200,100,249,0.10,0.70,50000,32302,20,0.733383,0.188686,0.761279,0.236992,0.793668
6,0.40,200,100,249,0.10,0.70,50000,31986,18,0.735264,0.218800,0.750935,0.281635,0.666628
6,0.40,200,100,249,0.10,0.70,50000,31873,32,0.739083,0.270639,0.768598,0.358918,0.230703
6,0.40,200,100,249,0.20,0.70,50000,32659,29,0.729897,0.174980,0.743647,0.257511,0.935389
6,0.40,200,100,249,0.20,0.70,50000,32796,34,0.733060,0.180471,0.755696,0.293087,0.627398
6,0.40,200,100,249,0.20,0.70,50000,32789,28,0.729782,0.190033,0.745897,0.289642,0.750130
6,0.40,200,100,249,0.30,0.70,50000,33372,27,0.735074,0.174791,0.750510,0.242885,0.842979
6,0.40,200,100,249,0.30,0.70,50000,33070,35,0.732103,0.172284,0.751494,0.256877,0.837051
6,0.40,200,100,249,0.30,0.70,50000,33661,26,0.727549,0.242999,0.754443,0.392414,0.345340
6,0.40,200,100,249,0.40,0.70,50000,34206,30,0.732372,0.167699,0.746440,0.232730,0.946625
6,0.40,200,100,249,0.40,0.70,50000,34463,43,0.728031,0.146840,0.745374,0.243450,0.975447
6,0.40,200,100,249,0.40,0.70,50000,34151,24,0.728113,0.166503,0.742481,0.257681,0.977729
6,0.40,200,100,249,0.05,0.90,50000,31836,8,0.757825,0.254691,0.785982,0.293637,0.239196
6,0.40,200,100,249,0.05,0.90,50000,32003,20,0.750610,0.221213,0.773706,0.292550,0.318962
6,0.40,200,100,249,0.05,0.90,50000,31687,31,0.739180,0.206959,0.768404,0.290980,0.419671
6,0.40,200,100,249,0.10,0.90,50000,32463,18,0.754299,0.297883,0.824289,0.334824,0.162417
6,0.40,200,100,249,0.10,0.90,50000,32672,28,0.736260,0.161644,0.754374,0.254028,0.785616
6,0.40,200,100,249,0.10,0.90,50000,32145,11,0.734405,0.191915,0.759950,0.264975,0.657764
6,0.40,200,100,249,0.20,0.90,50000,33305,23,0.733477,0.177462,0.755986,0.257388,0.767551
6,0.40,200,100,249,0.20,0.90,50000,32819,26,0.733524,0.187005,0.752655,0.261656,0.755629
6,0.40,200,100,249,0.20,0.90,50000,33087,22,0.730780,0.181201,0.743084,0.273559,0.890541
6,0.40,200,100,249,0.30,0.90,50000,33517,36,0.733324,0.171288,0.750480,0.235760,0.898995
6,0.40,200,100,249,0.30,0.90,50000,33595,33,0.731360,0.145720,0.750876,0.236619,0.916183
6,0.40,200,100,249,0.30,0.90,50000,33779,30,0.729432,0.184520,0.745004,0.269068,0.871381
6,0.40,200,100,249,0.40,0.90,50000,34359,28,0.728254,0.157732,0.754955,0.226565,0.944713
6,0.40,200,100,249,0.40,0.90,50000,34333,40,0.728350,0.132175,0.746976,0.237434,1.001421
6,0.40,200,100,249,0.40,0.90,50000,34522,24,0.729794,0.171911,0.749746,0.234349,0.947337
6,0.50,50,25,999,0.05,0.70,50000,29829,22,0.760448,0.371872,0.818433,0.431589,0.080724
6,0.50,50,25,999,0.05,0.70,50000,30934,14,0.736924,0.195283,0.749535,0.265338,1.060368
6,0.50,50,25,999,0.05,0.70,50000,30282,23,0.748622,0.338477,0.862510,0.378176,0.111935
6,0.50,50,25,999,0.10,0.70,50000,30968,22,0.739712,0.278685,0.771218,0.325931,0.485168
6,0.50,50,25,999,0.10,0.70,50000,31025,15,0.741453,0.209295,0.756409,0.277017,0.938745
6,0.50,50,25,999,0.10,0.70,50000,30775,16,0.734014,0.245047,0.761249,0.305642,0.724381
6,0.50,50,25,999,0.20,0.70,50000,31470,25,0.744028,0.318684,0.787952,0.394637,0.175790
6,0.50,50,25,999,0.20,0.70,50000,31677,25,0.731949,0.152088,0.754765,0.267846,1.032424
6,0.50,50,25,999,0.20,0.70,50000,31631,17,0.730288,0.175102,0.745112,0.241958,1.135087
6,0.50,50,25,999,0.30,0.70,50000,32394,17,0.735102,0.176057,0.752569,0.234749,1.084754
6,0.50,50,25,999,0.30,0.70,50000,32728,24,0.729687,0.157557,0.754508,0.221220,1.131484
6,0.50,50,25,999,0.30,0.70,50000,32394,25,0.733218,0.160218,0.744584,0.255447,1.111836
6,0.50,50,25,999,0.40,0.70,50000,32951,24,0.736799,0.293478,0.807872,0.372134,0.298771
6,0.50,50,25,999,0.40,0.70,50000,33275,25,0.727226,0.173179,0.741201,0.257548,1.158590
6,0.50,50,25,999,0.40,0.70,50000,33243,25,0.731230,0.140817,0.746722,0.231420,1.141749
6,0.50,50,25,999,0.05,0.90,50000,30828,13,0.745457,0.320452,0.790156,0.399944,0.145359
6,0.50,50,25,999,0.05,0.90,50000,31033,13,0.729233,0.230488,0.749948,0.273241,0.950511
6,0.50,50,25,999,0.05,0.90,50000,30268,12,0.742920,0.261150,0.777963,0.306551,0.582556
6,0.50,50,25,999,0.10,0.90,50000,31028,12,0.747905,0.319423,0.760056,0.411025,0.310252
6,0.50,50,25,999,0.10,0.90,50000,31349,12,0.738046,0.173867,0.749048,0.236594,1.076910
6,0.50,50,25,999,0.10,0.90,50000,30938,6,0.755934,0.345147,0.786575,0.354701,0.203824
6,0.50,50,25,999,0.20,0.90,50000,31741,20,0.736412,0.214632,0.759843,0.257565,0.948166
6,0.50,50,25,999,0.20,0.90,50000,32016,25,0.733577,0.171600,0.753355,0.262326,1.043348
6,0.50,50,25,999,0.20,0.90,50000,31954,25,0.736607,0.186800,0.748853,0.250208,1.082633
6,0.50,50,25,999,0.30,0.90,50000,33212,20,0.735046,0.153580,0.749812,0.222326,1.106486
6,0.50,50,25,999,0.30,0.90,50000,32836,25,0.731950,0.160106,0.753982,0.252930,1.056955
6,0.50,50,25,999,0.30,0.90,50000,32429,25,0.735929,0.241553,0.814799,0.283264,0.609669
6,0.50,50,25,999,0.40,0.90,50000,33217,24,0.732541,0.167476,0.745722,0.241744,1.124259
6,0.50,50,25,999,0.40,0.90,50000,33193,25,0.731855,0.159086,0.747200,0.226090,1.150571
6,0.50,50,25,999,0.40,0.90,50000,33513,21,0.728586,0.258163,0.756023,0.323138,0.720419
6,0.50,100,50,499,0.05,0.70,50000,31353,32,0.757840,0.295609,0.780243,0.372611,0.328164
6,0.50,100,50,499,0.05,0.70,50000,31064,24,0.740811,0.254166,0.767840,0.301629,0.666582
6,0.50,100,50,499,0.05,0.70,50000,31059,18,0.746993,0.295381,0.781444,0.361051,0.341883
6,0.50,100,50,499,0.10,0.70,50000,31330,14,0.736192,0.221606,0.755607,0.277777,0.907202
6,0.50,100,50,499,0.10,0.70,50000,31200,33,0.727306,0.201328,0.746348,0.289689,1.048562
6,0.50,100,50,499,0.10,0.70,50000,31299,16,0.737781,0.230713,0.757435,0.275915,0.860177
6,0.50,100,50,499,0.20,0.70,50000,31950,33,0.729022,0.185681,0.743970,0.258344,1.132185
6,0.50,100,50,499,0.20,0.70,50000,32108,15,0.735830,0.165576,0.750067,0.244518,1.083731
6,0.50,100,50,499,0.20,0.70,50000,32014,31,0.734015,0.164019,0.752218,0.240085,1.112235
6,0.50,100,50,499,0.30,0.70,50000,32740,26,0.734124,0.167786,0.749400,0.262457,1.092468
6,0.50,100,50,499,0.30,0.70,50000,32751,30,0.729254,0.186654,0.742729,0.268690,1.112577
6,0.50,100,50,499,0.30,0.70,50000,32456,33,0.730273,0.154701,0.754503,0.228892,1.125571
6,0.50,100,50,499,0.40,0.70,50000,33136,32,0.731432,0.155144,0.750603,0.233415,1.129645
6,0.50,100,50,499,0.40,0.70,50000,33647,26,0.732835,0.161345,0.748656,0.233171,1.129778
6,0.50,100,50,499,0.40,0.70,50000,33381,32,0.730972,0.152941,0.749029,0.212401,1.146273
6,0.50,100,50,499,0.05,0.90,50000,31057,5,0.749135,0.251770,0.773488,0.299626,0.589563
6,0.50,100,50,499,0.05,0.90,50000,31328,6,0.747345,0.246094,0.757554,0.273597,0.766834
6,0.50,100,50,499,0.05,0.90,50000,31244,13,0.738266,0.219602,0.755239,0.284098,0.910250
6,0.50,100,50,499,0.10,0.90,50000,31545,25,0.742655,0.244017,0.783655,0.288718,0.651628
6,0.50,100,50,499,0.10,0.90,50000,31103,14,0.745354,0.212305,0.771788,0.300597,0.885683
6,0.50,100,50,499,0.10,0.90,50000,31783,18,0.735064,0.208506,0.760187,0.341468,0.806814
6,0.50,100,50,499,0.20,0.90,50000,31988,33,0.734799,0.189728,0.754680,0.266462,1.034930
6,0.50,100,50,499,0.20,0.90,50000,32406,30,0.734543,0.172000,0.761671,0.229576,1.083420
6,0.50,100,50,499,0.20,0.90,50000,32335,18,0.741767,0.238889,0.802822,0.287131,0.604786
6,0.50,100,50,499,0.30,0.90,50000,33107,34,0.734682,0.195352,0.757350,0.242993,1.068256
6,0.50,100,50,499,0.30,0.90,50000,32846,18,0.727238,0.193837,0.749922,0.272088,1.103059
6,0.50,100,50,499,0.30,0.90,50000,33074,25,0.730233,0.197160,0.760089,0.285547,0.992083
6,0.50,100,50,499,0.40,0.90,50000,33845,28,0.739830,0.272571,0.765821,0.331083,0.584481
6,0.50,100,50,499,0.40,0.90,50000,33903,23,0.728129,0.207453,0.737345,0.276202,1.127945
6,0.50,100,50,499,0.40,0.90,50000,33696,31,0.730494,0.145903,0.750909,0.215141,1.147626
6,0.50,200,100,249,0.05,0.70,50000,31886,11,0.756068,0.235000,0.782393,0.309186,0.572084
6,0.50,200,100,249,0.05,0.70,50000,31631,10,0.749189,0.213964,0.771037,0.246192,0.884323
6,0.50,200,100,249,0.05,0.70,50000,31915,19,0.746199,0.205925,0.765379,0.296625,0.841456
6,0.50,200,100,249,0.10,0.70,50000,32180,19,0.740893,0.164382,0.761695,0.253735,0.972278
6,0.50,200,100,249,0.10,0.70,50000,32163,24,0.736704,0.237471,0.760957,0.288391,0.789121
6,0.50,200,100,249,0.10,0.70,50000,32267,19,0.744913,0.167086,0.767547,0.265074,0.882689
6,0.50,200,100,249,0.20,0.70,50000,32874,21,0.735858,0.229439,0.758931,0.280798,0.862149
6,0.50,200,100,249,0.20,0.70,50000,32778,31,0.738718,0.170735,0.752697,0.254285,1.048583
6,0.50,200,100,249,0.20,0.70,50000,33011,36,0.736318,0.203717,0.752718,0.274949,1.018747
6,0.50,200,100,249,0.30,0.70,50000,33352,48,0.730620,0.152972,0.747110,0.228929,1.152598
6,0.50,200,100,249,0.30,0.70,50000,33389,26,0.731171,0.159640,0.746296,0.250550,1.123941
6,0.50,200,100,249,0.30,0.70,50000,34280,61,0.747082,0.299242,0.803403,0.380622,0.179675
6,0.50,200,100,249,0.40,0.70,50000,34183,32,0.736631,0.132108,0.756887,0.223579,1.083759
6,0.50,200,100,249,0.40,0.70,50000,34267,24,0.737214,0.167926,0.755733,0.217133,1.098416
6,0.50,200,100,249,0.40,0.70,50000,34042,25,0.734831,0.172527,0.748777,0.253688,1.082787
6,0.50,200,100,249,0.05,0.90,50000,32145,10,0.744386,0.280342,0.765458,0.333152,0.495375
6,0.50,200,100,249,0.05,0.90,50000,31591,20,0.736196,0.242254,0.755141,0.313381,0.779324
6,0.50,200,100,249,0.05,0.90,50000,31690,15,0.751632,0.295348,0.773129,0.358111,0.323239
6,0.50,200,100,249,0.10,0.90,50000,32114,24,0.760707,0.226482,0.777919,0.303551,0.659412
6,0.50,200,100,249,0.10,0.90,50000,32509,24,0.745797,0.283592,0.770951,0.317793,0.504902
6,0.50,200,100,249,0.10,0.90,50000,32672,15,0.741898,0.319745,0.832128,0.349010,0.226637
6,0.50,200,100,249,0.20,0.90,50000,32921,23,0.729690,0.170289,0.743416,0.255678,1.140847
6,0.50,200,100,249,0.20,0.90,50000,32850,27,0.735718,0.168849,0.760945,0.264361,0.997450
6,0.50,200,100,249,0.20,0.90,50000,32794,23,0.734059,0.192081,0.754096,0.266668,1.013100
6,0.50,200,100,249,0.30,0.90,50000,33464,39,0.728157,0.142562,0.748169,0.228837,1.154919
6,0.50,200,100,249,0.30,0.90,50000,33713,44,0.732568,0.167176,0.758356,0.254188,1.058163
6,0.50,200,100,249,0.30,0.90,50000,33618,29,0.730674,0.197400,0.750466,0.280291,1.031228
6,0.50,200,100,249,0.40,0.90,50000,35486,34,0.731342,0.155339,0.755587,0.248199,1.081057
6,0.50,200,100,249,0.40,0.90,50000,36180,34,0.731774,0.144761,0.752369,0.226633,1.135414
6,0.50,200,100,249,0.40,0.90,50000,34482,32,0.726725,0.180682,0.754632,0.257644,1.102145
6,0.60,50,25,999,0.05,0.70,50000,30624,25,0.747987,0.346115,0.785595,0.432632,0.292591
6,0.60,50,25,999,0.05,0.70,50000,30368,12,0.736688,0.281969,0.754601,0.317022,0.791077
6,0.60,50,25,999,0.05,0.70,50000,30534,25,0.769027,0.320845,0.829249,0.374291,0.211962
6,0.60,50,25,999,0.10,0.70,50000,30478,25,0.738559,0.342308,0.818980,0.409147,0.362602
6,0.60,50,25,999,0.10,0.70,50000,31609,23,0.739364,0.211887,0.754882,0.304689,0.872378
6,0.60,50,25,999,0.10,0.70,50000,30447,23,0.737112,0.190517,0.762454,0.277351,0.909735
6,0.60,50,25,999,0.20,0.70,50000,31413,23,0.733391,0.181192,0.748753,0.233948,1.107142
6,0.60,50,25,999,0.20,0.70,50000,31598,25,0.724914,0.310406,0.772898,0.425550,0.387564
6,0.60,50,25,999,0.20,0.70,50000,31616,17,0.735256,0.180553,0.749907,0.253511,1.074379
6,0.60,50,25,999,0.30,0.70,50000,32223,25,0.745997,0.330704,0.813907,0.390783,0.351529
6,0.60,50,25,999,0.30,0.70,50000,32272,25,0.732468,0.169105,0.748967,0.257195,1.094228
6,0.60,50,25,999,0.30,0.70,50000,32549,24,0.728737,0.177046,0.743851,0.264235,1.116806
6,0.60,50,25,999,0.40,0.70,50000,32821,25,0.727781,0.165927,0.745752,0.245282,1.126822
6,0.60,50,25,999,0.40,0.70,50000,33184,25,0.729071,0.142189,0.745566,0.243032,1.132545
6,0.60,50,25,999,0.40,0.70,50000,32776,25,0.732326,0.170393,0.749585,0.249889,1.093820
6,0.60,50,25,999,0.05,0.90,50000,30776,15,0.731147,0.214600,0.746907,0.264519,1.014197
6,0.60,50,25,999,0.05,0.90,50000,30639,10,0.745294,0.247205,0.759969,0.307424,0.724410
6,0.60,50,25,999,0.05,0.90,50000,30373,14,0.749598,0.215079,0.758795,0.283992,0.752519
6,0.60,50,25,999,0.10,0.90,50000,30890,18,0.751315,0.321926,0.787177,0.376308,0.408362
6,0.60,50,25,999,0.10,0.90,50000,30899,11,0.738805,0.221595,0.765283,0.257028,0.926647
6,0.60,50,25,999,0.10,0.90,50000,30973,25,0.741704,0.192299,0.764658,0.237118,0.932997
6,0.60,50,25,999,0.20,0.90,50000,32037,25,0.745971,0.306838,0.839563,0.356164,0.387049
6,0.60,50,25,999,0.20,0.90,50000,32021,25,0.738011,0.158424,0.750466,0.210510,1.116731
6,0.60,50,25,999,0.20,0.90,50000,32040,24,0.756280,0.323770,0.830232,0.367913,0.359842
6,0.60,50,25,999,0.30,0.90,50000,33168,24,0.734576,0.168482,0.745417,0.287689,1.081385
6,0.60,50,25,999,0.30,0.90,50000,32520,25,0.734970,0.152293,0.747981,0.213203,1.156205
6,0.60,50,25,999,0.30,0.90,50000,32579,25,0.741933,0.300180,0.799524,0.362034,0.527625
6,0.60,50,25,999,0.40,0.90,50000,33179,21,0.737092,0.173594,0.756040,0.244722,1.028306
6,0.60,50,25,999,0.40,0.90,50000,32958,13,0.733362,0.213337,0.775375,0.280831,0.936333
6,0.60,50,25,999,0.40,0.90,50000,33127,25,0.728086,0.179758,0.742202,0.257067,1.133081
6,0.60,100,50,499,0.05,0.70,50000,30793,18,0.741986,0.216362,0.762957,0.293660,0.807440
6,0.60,100,50,499,0.05,0.70,50000,30076,20,0.743023,0.273315,0.782570,0.314438,0.654467
6,0.60,100,50,499,0.05,0.70,50000,31175,15,0.728908,0.277577,0.763060,0.328039,0.785237
6,0.60,100,50,499,0.10,0.70,50000,31124,25,0.734602,0.203072,0.760581,0.297115,0.873476
6,0.60,100,50,499,0.10,0.70,50000,31368,38,0.738283,0.161608,0.759319,0.283106,0.902308
6,0.60,100,50,499,0.10,0.70,50000,31001,9,0.737551,0.199970,0.756436,0.232812,1.023518
6,0.60,100,50,499,0.20,0.70,50000,31906,50,0.754013,0.322327,0.808151,0.409168,0.273256
6,0.60,100,50,499,0.20,0.70,50000,31895,24,0.738003,0.179827,0.756364,0.237139,1.029593
6,0.60,100,50,499,0.20,0.70,50000,32049,23,0.736338,0.147968,0.755801,0.214732,1.115195
6,0.60,100,50,499,0.30,0.70,50000,33051,22,0.735295,0.177474,0.756933,0.224973,1.092512
6,0.60,100,50,499,0.30,0.70,50000,32869,26,0.737053,0.151056,0.752138,0.232327,1.087514
6,0.60,100,50,499,0.30,0.70,50000,32839,26,0.729611,0.187127,0.746677,0.233607,1.121694
6,0.60,100,50,499,0.40,0.70,50000,33334,31,0.740318,0.172284,0.755179,0.272551,0.928329
6,0.60,100,50,499,0.40,0.70,50000,33443,39,0.729572,0.170003,0.744879,0.236862,1.151590
6,0.60,100,50,499,0.40,0.70,50000,33758,22,0.729260,0.180743,0.743512,0.253073,1.114526
6,0.60,100,50,499,0.05,0.90,50000,30930,13,0.754895,0.239690,0.770913,0.316682,0.524179
6,0.60,100,50,499,0.05,0.90,50000,30602,19,0.736327,0.277686,0.755388,0.315233,0.794472
6,0.60,100,50,499,0.05,0.90,50000,31426,18,0.734869,0.249947,0.759481,0.303520,0.877757
6,0.60,100,50,499,0.10,0.90,50000,31477,21,0.737285,0.184670,0.755388,0.242991,1.034493
6,0.60,100,50,499,0.10,0.90,50000,31501,19,0.732034,0.239317,0.746947,0.270814,0.967319
6,0.60,100,50,499,0.10,0.90,50000,31424,24,0.746467,0.269546,0.787940,0.316973,0.607038
6,0.60,100,50,499,0.20,0.90,50000,32058,11,0.738810,0.204083,0.754212,0.250498,0.990823
6,0.60,100,50,499,0.20,0.90,50000,32618,34,0.733955,0.183441,0.746316,0.256825,1.108984
6,0.60,100,50,499,0.20,0.90,50000,32339,18,0.739510,0.246805,0.776729,0.311289,0.712311
6,0.60,100,50,499,0.30,0.90,50000,33170,29,0.730065,0.176595,0.748239,0.269825,1.073198
6,0.60,100,50,499,0.30,0.90,50000,33105,35,0.730826,0.164534,0.757082,0.246594,1.049967
6,0.60,100,50,499,0.30,0.90,50000,32991,18,0.732208,0.188170,0.755630,0.261594,1.067858
6,0.60,100,50,499,0.40,0.90,50000,33458,34,0.729374,0.171824,0.745339,0.260664,1.121853
6,0.60,100,50,499,0.40,0.90,50000,34057,32,0.728034,0.257901,0.751048,0.346020,0.782089
6,0.60,100,50,499,0.40,0.90,50000,33613,20,0.728184,0.170317,0.740422,0.249185,1.164490
6,0.60,200,100,249,0.05,0.70,50000,31441,22,0.735724,0.248039,0.757605,0.322346,0.784652
6,0.60,200,100,249,0.05,0.70,50000,32005,19,0.731458,0.238062,0.747651,0.294532,0.935251
6,0.60,200,100,249,0.05,0.70,50000,31584,20,0.743105,0.274516,0.768000,0.358560,0.574310
6,0.60,200,100,249,0.10,0.70,50000,32093,12,0.742415,0.177580,0.764823,0.268999,0.835832
6,0.60,200,100,249,0.10,0.70,50000,32040,12,0.737613,0.217655,0.744900,0.283983,0.996466
6,0.60,200,100,249,0.10,0.70,50000,31914,18,0.740140,0.178393,0.757125,0.220670,1.038171
6,0.60,200,100,249,0.20,0.70,50000,32653,43,0.742495,0.334032,0.815038,0.395699,0.372808
6,0.60,200,100,249,0.20,0.70,50000,32583,30,0.734820,0.193586,0.749074,0.244530,1.077934
6,0.60,200,100,249,0.20,0.70,50000,32952,36,0.730537,0.151949,0.745017,0.244083,1.148471
